datetime_beginning_utc,datetime_beginning_ept,pnode_name,pnode_id,marginal_co2_rate,marginal_so2_rate,marginal_nox_rate
5/9/2023 6:00:00 AM,5/9/2023 2:00:00 AM,PJM-RTO,1,1596.2505280267,0.3801470953,0.5741022641
5/9/2023 4:00:00 AM,5/9/2023 12:00:00 AM,PJM-RTO,1,1388.0620941217,0.0656596108,0.6301606846
5/9/2023 3:00:00 AM,5/8/2023 11:00:00 PM,PJM-RTO,1,1568.0825971917,0.0463637743,0.5869801726
5/9/2023 2:00:00 AM,5/8/2023 10:00:00 PM,PJM-RTO,1,2001.5734467717,0.1991812799,1.2591974680
5/9/2023 1:00:00 AM,5/8/2023 9:00:00 PM,PJM-RTO,1,1609.3397781642,0.0185208739,0.6526601521
5/9/2023 12:00:00 AM,5/8/2023 8:00:00 PM,PJM-RTO,1,1294.1175052017,0.0111501044,0.6171478149
5/8/2023 11:00:00 PM,5/8/2023 7:00:00 PM,PJM-RTO,1,1359.7663066900,0.1718155265,0.9186727773
5/8/2023 10:00:00 PM,5/8/2023 6:00:00 PM,PJM-RTO,1,1494.3578532142,0.2735435193,0.6547280244
5/8/2023 9:00:00 PM,5/8/2023 5:00:00 PM,PJM-RTO,1,1360.8610895767,0.2123121266,0.4827773464
5/8/2023 8:00:00 PM,5/8/2023 4:00:00 PM,PJM-RTO,1,1248.3738282342,0.0169922802,1.6675189910
5/8/2023 7:00:00 PM,5/8/2023 3:00:00 PM,PJM-RTO,1,1260.4657711025,0.0992074578,0.5366749025
5/8/2023 6:00:00 PM,5/8/2023 2:00:00 PM,PJM-RTO,1,1692.6055518608,0.0668241328,0.5698966337
5/8/2023 5:00:00 PM,5/8/2023 1:00:00 PM,PJM-RTO,1,1341.7031422567,0.5169830799,0.4736561162
5/8/2023 4:00:00 PM,5/8/2023 12:00:00 PM,PJM-RTO,1,1089.5493140533,0.0595601284,0.2305107092
5/8/2023 3:00:00 PM,5/8/2023 11:00:00 AM,PJM-RTO,1,1484.7502314742,1.0637887089,0.5786601726
5/8/2023 2:00:00 PM,5/8/2023 10:00:00 AM,PJM-RTO,1,1263.3459481767,0.1652757002,0.2744564521
5/8/2023 1:00:00 PM,5/8/2023 9:00:00 AM,PJM-RTO,1,991.2557692600,0.1309585696,0.4643630891
5/8/2023 12:00:00 PM,5/8/2023 8:00:00 AM,PJM-RTO,1,1363.0916200083,0.7712098163,0.3937308634
5/8/2023 11:00:00 AM,5/8/2023 7:00:00 AM,PJM-RTO,1,1065.2387144125,0.2627984653,0.4235150422
5/8/2023 10:00:00 AM,5/8/2023 6:00:00 AM,PJM-RTO,1,907.9582245783,0.1477958963,0.1119625880
5/8/2023 9:00:00 AM,5/8/2023 5:00:00 AM,PJM-RTO,1,897.3577970875,0.0081280666,0.1541069260
5/8/2023 8:00:00 AM,5/8/2023 4:00:00 AM,PJM-RTO,1,1045.3829046250,0.5470234440,0.3143581109
5/8/2023 7:00:00 AM,5/8/2023 3:00:00 AM,PJM-RTO,1,1633.9041615700,0.9095958368,1.8531916722
5/8/2023 6:00:00 AM,5/8/2023 2:00:00 AM,PJM-RTO,1,1089.4363248325,0.0895902713,0.3737047230
5/8/2023 5:00:00 AM,5/8/2023 1:00:00 AM,PJM-RTO,1,1262.3767307025,0.3043134846,1.2927959078
5/8/2023 4:00:00 AM,5/8/2023 12:00:00 AM,PJM-RTO,1,1471.9732213250,0.5124924134,0.6544158945
5/8/2023 3:00:00 AM,5/7/2023 11:00:00 PM,PJM-RTO,1,1239.1793915633,0.4389655405,0.5066482601
5/8/2023 2:00:00 AM,5/7/2023 10:00:00 PM,PJM-RTO,1,1027.8268955983,0.1216646744,0.3453336257
5/8/2023 1:00:00 AM,5/7/2023 9:00:00 PM,PJM-RTO,1,1381.1860716008,0.0353277336,1.1157775569
5/8/2023 12:00:00 AM,5/7/2023 8:00:00 PM,PJM-RTO,1,1226.2043147550,0.0888016570,0.4590794979
5/7/2023 11:00:00 PM,5/7/2023 7:00:00 PM,PJM-RTO,1,1514.3688368467,0.6389901890,0.8299624469
5/7/2023 10:00:00 PM,5/7/2023 6:00:00 PM,PJM-RTO,1,1404.2817573100,0.9919014445,0.5206662521
5/7/2023 9:00:00 PM,5/7/2023 5:00:00 PM,PJM-RTO,1,822.8037559108,0.1143531295,0.2378118028
5/7/2023 8:00:00 PM,5/7/2023 4:00:00 PM,PJM-RTO,1,649.6742044883,0.4107772192,0.2147373025
5/7/2023 7:00:00 PM,5/7/2023 3:00:00 PM,PJM-RTO,1,1036.3507231233,0.1646147932,0.3568909033
5/7/2023 6:00:00 PM,5/7/2023 2:00:00 PM,PJM-RTO,1,1088.4442504842,0.1326896844,0.6259232885
5/7/2023 5:00:00 PM,5/7/2023 1:00:00 PM,PJM-RTO,1,1202.1623485133,0.4412351390,0.3329988288
5/7/2023 4:00:00 PM,5/7/2023 12:00:00 PM,PJM-RTO,1,1048.8146363033,0.2181412196,0.2219705456
5/7/2023 3:00:00 PM,5/7/2023 11:00:00 AM,PJM-RTO,1,847.6515657133,0.0044637209,0.0910296213
5/7/2023 2:00:00 PM,5/7/2023 10:00:00 AM,PJM-RTO,1,1000.1402585858,0.1824723768,0.2272812033
5/7/2023 1:00:00 PM,5/7/2023 9:00:00 AM,PJM-RTO,1,1089.0068976650,0.1673682442,0.3200926663
5/7/2023 12:00:00 PM,5/7/2023 8:00:00 AM,PJM-RTO,1,1133.0215531175,0.4948123812,0.2512959849
5/7/2023 11:00:00 AM,5/7/2023 7:00:00 AM,PJM-RTO,1,1017.7621121050,0.2001264500,0.3518036220
5/7/2023 10:00:00 AM,5/7/2023 6:00:00 AM,PJM-RTO,1,1263.7789429775,0.3041223840,0.4046750592
5/7/2023 9:00:00 AM,5/7/2023 5:00:00 AM,PJM-RTO,1,973.5771292225,0.0571757478,0.1583402432
5/7/2023 8:00:00 AM,5/7/2023 4:00:00 AM,PJM-RTO,1,1142.6918172142,0.5188601869,0.4322091225
5/7/2023 7:00:00 AM,5/7/2023 3:00:00 AM,PJM-RTO,1,1434.8197907025,0.6372336736,0.5755732370
5/7/2023 6:00:00 AM,5/7/2023 2:00:00 AM,PJM-RTO,1,958.9185071733,0.0118081705,0.2178681346
5/7/2023 5:00:00 AM,5/7/2023 1:00:00 AM,PJM-RTO,1,1521.1935613750,0.5083351607,0.7830452307
5/7/2023 4:00:00 AM,5/7/2023 12:00:00 AM,PJM-RTO,1,1530.7469056450,1.0881339323,0.7370980547
5/7/2023 3:00:00 AM,5/6/2023 11:00:00 PM,PJM-RTO,1,1398.2162688725,0.9266176472,0.6209955095
5/7/2023 2:00:00 AM,5/6/2023 10:00:00 PM,PJM-RTO,1,1441.0890526000,0.5558878205,0.5256570350
5/7/2023 1:00:00 AM,5/6/2023 9:00:00 PM,PJM-RTO,1,1474.1103346908,0.7173410918,0.5383266628
5/7/2023 12:00:00 AM,5/6/2023 8:00:00 PM,PJM-RTO,1,1349.4553004258,0.3657704870,0.6379948280
5/6/2023 11:00:00 PM,5/6/2023 7:00:00 PM,PJM-RTO,1,1082.1606989975,0.0078249432,0.1256605682
5/6/2023 10:00:00 PM,5/6/2023 6:00:00 PM,PJM-RTO,1,1341.3489375842,0.4404280535,0.6022177775
5/6/2023 9:00:00 PM,5/6/2023 5:00:00 PM,PJM-RTO,1,1206.2410689100,0.1985294203,0.3799752849
5/6/2023 8:00:00 PM,5/6/2023 4:00:00 PM,PJM-RTO,1,1162.1270224608,0.2783666445,0.4513058466
5/6/2023 7:00:00 PM,5/6/2023 3:00:00 PM,PJM-RTO,1,1342.0517616242,0.4733030948,0.4169108094
5/6/2023 6:00:00 PM,5/6/2023 2:00:00 PM,PJM-RTO,1,1186.5960447250,0.3491086061,0.3388810514
5/6/2023 5:00:00 PM,5/6/2023 1:00:00 PM,PJM-RTO,1,1014.8005308475,0.1103186315,0.2663249017
5/6/2023 4:00:00 PM,5/6/2023 12:00:00 PM,PJM-RTO,1,1168.3691518675,0.2617491895,0.2380674497
5/6/2023 3:00:00 PM,5/6/2023 11:00:00 AM,PJM-RTO,1,1256.6542674825,0.5518810174,0.5149427262
5/6/2023 2:00:00 PM,5/6/2023 10:00:00 AM,PJM-RTO,1,1094.8922255142,0.2625149214,0.2216918222
5/6/2023 1:00:00 PM,5/6/2023 9:00:00 AM,PJM-RTO,1,884.7189171692,0.0049647402,0.1011583279
5/6/2023 12:00:00 PM,5/6/2023 8:00:00 AM,PJM-RTO,1,1180.7761612775,0.5516402714,0.3273096409
5/6/2023 11:00:00 AM,5/6/2023 7:00:00 AM,PJM-RTO,1,703.0511276917,0.3854237194,0.0790265217
5/6/2023 10:00:00 AM,5/6/2023 6:00:00 AM,PJM-RTO,1,1144.2866122767,0.2589720004,0.3778557576
5/6/2023 9:00:00 AM,5/6/2023 5:00:00 AM,PJM-RTO,1,1317.6375457283,0.8479475948,0.4987913766
5/6/2023 8:00:00 AM,5/6/2023 4:00:00 AM,PJM-RTO,1,1378.6019030625,0.5180597014,0.4925667643
5/6/2023 7:00:00 AM,5/6/2023 3:00:00 AM,PJM-RTO,1,842.3561676375,0.0039206782,0.0511172984
5/6/2023 6:00:00 AM,5/6/2023 2:00:00 AM,PJM-RTO,1,840.8850226917,0.0045900354,0.1128511441
5/6/2023 5:00:00 AM,5/6/2023 1:00:00 AM,PJM-RTO,1,1424.2650778042,0.2417739853,0.4077586986
5/6/2023 4:00:00 AM,5/6/2023 12:00:00 AM,PJM-RTO,1,1696.0937372575,1.7716734531,0.5642720763
5/6/2023 3:00:00 AM,5/5/2023 11:00:00 PM,PJM-RTO,1,1099.7079187158,0.5091512791,0.4916047562
5/6/2023 2:00:00 AM,5/5/2023 10:00:00 PM,PJM-RTO,1,1235.5131780283,0.6948698858,0.6279874707
5/6/2023 1:00:00 AM,5/5/2023 9:00:00 PM,PJM-RTO,1,1299.1595358642,0.5611902366,0.5501184499
5/6/2023 12:00:00 AM,5/5/2023 8:00:00 PM,PJM-RTO,1,983.3052470925,0.3834912045,1.0348517985
5/5/2023 11:00:00 PM,5/5/2023 7:00:00 PM,PJM-RTO,1,1051.3229226925,0.0053478288,0.2530978783
5/5/2023 10:00:00 PM,5/5/2023 6:00:00 PM,PJM-RTO,1,2306.9194202458,3.9945882073,1.1835373033
5/5/2023 8:00:00 PM,5/5/2023 4:00:00 PM,PJM-RTO,1,1221.8161711867,0.5510739131,0.3577011524
5/5/2023 7:00:00 PM,5/5/2023 3:00:00 PM,PJM-RTO,1,1022.6594512275,0.0596582883,0.1224488298
5/5/2023 6:00:00 PM,5/5/2023 2:00:00 PM,PJM-RTO,1,983.0335326075,0.2349657335,0.1664599755
5/5/2023 5:00:00 PM,5/5/2023 1:00:00 PM,PJM-RTO,1,1390.4900712642,0.1016653168,0.4065337329
5/5/2023 4:00:00 PM,5/5/2023 12:00:00 PM,PJM-RTO,1,1488.8344592850,0.2350255463,0.5563691543
5/5/2023 3:00:00 PM,5/5/2023 11:00:00 AM,PJM-RTO,1,1408.4244456225,0.0530101959,1.0220799176
5/5/2023 2:00:00 PM,5/5/2023 10:00:00 AM,PJM-RTO,1,1312.0398414667,0.4032094223,0.3338170163
5/5/2023 1:00:00 PM,5/5/2023 9:00:00 AM,PJM-RTO,1,1277.0836285142,0.7529690518,0.5098038741
5/5/2023 12:00:00 PM,5/5/2023 8:00:00 AM,PJM-RTO,1,1251.4203744233,0.5355832966,0.2843962997
5/5/2023 11:00:00 AM,5/5/2023 7:00:00 AM,PJM-RTO,1,938.0893852383,0.1119851850,0.2446956410
5/5/2023 10:00:00 AM,5/5/2023 6:00:00 AM,PJM-RTO,1,1156.9976538800,0.2354222483,0.1958292951
5/5/2023 9:00:00 AM,5/5/2023 5:00:00 AM,PJM-RTO,1,915.2991085058,0.3638813103,0.1383891643
5/5/2023 8:00:00 AM,5/5/2023 4:00:00 AM,PJM-RTO,1,825.2193015825,0.1187828878,0.2012141599
5/5/2023 7:00:00 AM,5/5/2023 3:00:00 AM,PJM-RTO,1,684.5878260883,0.0718060303,0.2521648768
5/5/2023 6:00:00 AM,5/5/2023 2:00:00 AM,PJM-RTO,1,886.0516500300,0.1098714754,0.0656581236
5/5/2023 5:00:00 AM,5/5/2023 1:00:00 AM,PJM-RTO,1,1223.4754239333,0.3931816065,0.3383765065
5/5/2023 4:00:00 AM,5/5/2023 12:00:00 AM,PJM-RTO,1,1627.0834871350,0.9524288126,0.6261618680
5/5/2023 3:00:00 AM,5/4/2023 11:00:00 PM,PJM-RTO,1,1660.0005851767,0.9050424504,0.6797380535
5/5/2023 2:00:00 AM,5/4/2023 10:00:00 PM,PJM-RTO,1,1203.9705772533,0.1230361847,0.3008406678
5/5/2023 1:00:00 AM,5/4/2023 9:00:00 PM,PJM-RTO,1,1375.6409941283,0.6280322573,0.4652244246
5/5/2023 12:00:00 AM,5/4/2023 8:00:00 PM,PJM-RTO,1,1334.8724995792,0.5706976308,0.3619449776
5/4/2023 11:00:00 PM,5/4/2023 7:00:00 PM,PJM-RTO,1,1253.1198265150,0.2449289797,0.4435551209
5/4/2023 10:00:00 PM,5/4/2023 6:00:00 PM,PJM-RTO,1,1573.0565115842,1.0905553940,0.5961122300
5/4/2023 9:00:00 PM,5/4/2023 5:00:00 PM,PJM-RTO,1,1541.2875252183,0.8402809105,0.5939907363
5/4/2023 8:00:00 PM,5/4/2023 4:00:00 PM,PJM-RTO,1,1394.7688702483,0.8358916699,0.6775358600
5/4/2023 7:00:00 PM,5/4/2023 3:00:00 PM,PJM-RTO,1,1086.4077770125,0.0780420960,0.4063071131
5/4/2023 6:00:00 PM,5/4/2023 2:00:00 PM,PJM-RTO,1,1595.3304823992,1.2905448912,0.7301466847
5/4/2023 5:00:00 PM,5/4/2023 1:00:00 PM,PJM-RTO,1,1444.6026740300,0.3915593667,0.6716715063
5/4/2023 4:00:00 PM,5/4/2023 12:00:00 PM,PJM-RTO,1,1015.2444654358,0.2241367536,0.0436281722
5/4/2023 3:00:00 PM,5/4/2023 11:00:00 AM,PJM-RTO,1,1484.6850304517,0.5294394817,0.5115086834
5/4/2023 2:00:00 PM,5/4/2023 10:00:00 AM,PJM-RTO,1,1266.9499649042,0.4140099698,0.3825009599
5/4/2023 12:00:00 PM,5/4/2023 8:00:00 AM,PJM-RTO,1,1289.9529989208,0.3626056644,0.4687844300
5/4/2023 11:00:00 AM,5/4/2023 7:00:00 AM,PJM-RTO,1,1284.8101065525,0.2494010518,0.3893610326
5/4/2023 10:00:00 AM,5/4/2023 6:00:00 AM,PJM-RTO,1,1112.7180688233,0.1695822992,0.1906558283
5/4/2023 9:00:00 AM,5/4/2023 5:00:00 AM,PJM-RTO,1,1137.2987374967,0.3662097776,0.2420854786
5/4/2023 8:00:00 AM,5/4/2023 4:00:00 AM,PJM-RTO,1,900.2586545192,0.0952448707,0.1278314694
5/4/2023 6:00:00 AM,5/4/2023 2:00:00 AM,PJM-RTO,1,1231.9085604858,0.2390278531,1.5898153997
5/4/2023 5:00:00 AM,5/4/2023 1:00:00 AM,PJM-RTO,1,1249.8366115967,0.4707458939,0.6323182144
5/4/2023 4:00:00 AM,5/4/2023 12:00:00 AM,PJM-RTO,1,1458.2404177375,0.1761539047,0.8270265802
5/4/2023 3:00:00 AM,5/3/2023 11:00:00 PM,PJM-RTO,1,1557.2714359200,0.3337451973,0.5048669978
5/4/2023 2:00:00 AM,5/3/2023 10:00:00 PM,PJM-RTO,1,1570.9499706967,1.1634533007,0.6482702649
5/4/2023 1:00:00 AM,5/3/2023 9:00:00 PM,PJM-RTO,1,1411.9845018925,0.6230531438,0.6462196527
5/4/2023 12:00:00 AM,5/3/2023 8:00:00 PM,PJM-RTO,1,975.8573096483,0.1883984625,0.1365114718
5/3/2023 11:00:00 PM,5/3/2023 7:00:00 PM,PJM-RTO,1,1243.8806980258,0.4854838206,0.4503150676
5/3/2023 10:00:00 PM,5/3/2023 6:00:00 PM,PJM-RTO,1,1227.9268467450,0.7571550899,0.3163890998
5/3/2023 9:00:00 PM,5/3/2023 5:00:00 PM,PJM-RTO,1,1034.1337771983,0.1114383369,0.3268839514
5/3/2023 8:00:00 PM,5/3/2023 4:00:00 PM,PJM-RTO,1,1497.7145986533,0.5026629405,0.4989819321
5/3/2023 7:00:00 PM,5/3/2023 3:00:00 PM,PJM-RTO,1,1294.6499730008,0.1230138791,0.4276207811
5/3/2023 6:00:00 PM,5/3/2023 2:00:00 PM,PJM-RTO,1,1602.4647030550,1.1806886642,0.5229128561
5/3/2023 5:00:00 PM,5/3/2023 1:00:00 PM,PJM-RTO,1,1084.5184810567,0.3272467280,0.2325112661
5/3/2023 4:00:00 PM,5/3/2023 12:00:00 PM,PJM-RTO,1,1205.8710782725,0.0343545131,0.8329589587
5/3/2023 3:00:00 PM,5/3/2023 11:00:00 AM,PJM-RTO,1,1469.2398967158,0.2616193162,0.9609214408
5/3/2023 2:00:00 PM,5/3/2023 10:00:00 AM,PJM-RTO,1,1156.9876359867,0.0102803446,0.6931020109
5/3/2023 1:00:00 PM,5/3/2023 9:00:00 AM,PJM-RTO,1,1002.6684126667,0.0744144778,0.1498001681
5/3/2023 12:00:00 PM,5/3/2023 8:00:00 AM,PJM-RTO,1,1075.8971325525,0.2097108422,0.1877283441
5/3/2023 11:00:00 AM,5/3/2023 7:00:00 AM,PJM-RTO,1,978.5952865650,0.2802392197,0.1408835267
5/3/2023 10:00:00 AM,5/3/2023 6:00:00 AM,PJM-RTO,1,1022.1084533158,0.1850896740,0.1791603693
5/3/2023 9:00:00 AM,5/3/2023 5:00:00 AM,PJM-RTO,1,807.7440631483,0.0043642376,0.0814074234
5/3/2023 8:00:00 AM,5/3/2023 4:00:00 AM,PJM-RTO,1,852.5891380158,0.0996794910,0.1291309348
5/3/2023 7:00:00 AM,5/3/2023 3:00:00 AM,PJM-RTO,1,890.3751468217,0.3331431693,0.1245368918
5/3/2023 6:00:00 AM,5/3/2023 2:00:00 AM,PJM-RTO,1,1376.6271347308,0.0907215960,0.1747657809
5/3/2023 5:00:00 AM,5/3/2023 1:00:00 AM,PJM-RTO,1,1073.3022623925,0.0116799984,0.2608270092
5/3/2023 4:00:00 AM,5/3/2023 12:00:00 AM,PJM-RTO,1,1083.4594510125,0.0793041108,0.2021128512
5/3/2023 3:00:00 AM,5/2/2023 11:00:00 PM,PJM-RTO,1,1297.6184522217,0.0184769107,0.3255290328
5/3/2023 2:00:00 AM,5/2/2023 10:00:00 PM,PJM-RTO,1,888.9299800642,0.1461785215,0.1276460810
5/3/2023 1:00:00 AM,5/2/2023 9:00:00 PM,PJM-RTO,1,1167.1505375892,0.2274857206,0.3054332105
5/2/2023 11:00:00 PM,5/2/2023 7:00:00 PM,PJM-RTO,1,959.9565200158,0.4772121946,0.1754365053
5/2/2023 10:00:00 PM,5/2/2023 6:00:00 PM,PJM-RTO,1,1046.4616204225,0.2537575794,0.1632286091
5/2/2023 9:00:00 PM,5/2/2023 5:00:00 PM,PJM-RTO,1,1050.0522367067,0.4273693041,0.2073044394
5/2/2023 8:00:00 PM,5/2/2023 4:00:00 PM,PJM-RTO,1,1463.7275031225,0.1589559196,0.3677566019
5/2/2023 7:00:00 PM,5/2/2023 3:00:00 PM,PJM-RTO,1,863.1975932275,0.0076577881,0.1899400332
5/2/2023 6:00:00 PM,5/2/2023 2:00:00 PM,PJM-RTO,1,1301.2081131933,0.5028752066,0.5249193565
5/2/2023 5:00:00 PM,5/2/2023 1:00:00 PM,PJM-RTO,1,1166.4678103933,0.0968532512,0.2286699809
5/2/2023 4:00:00 PM,5/2/2023 12:00:00 PM,PJM-RTO,1,1223.9461492758,0.2766003244,0.5101716796
5/2/2023 3:00:00 PM,5/2/2023 11:00:00 AM,PJM-RTO,1,1188.3350206050,0.1642043644,0.3832653372
5/2/2023 2:00:00 PM,5/2/2023 10:00:00 AM,PJM-RTO,1,1394.6165097667,0.8632674024,0.4245334100
5/2/2023 1:00:00 PM,5/2/2023 9:00:00 AM,PJM-RTO,1,1232.2733130258,0.6985948687,0.3331624063
5/2/2023 12:00:00 PM,5/2/2023 8:00:00 AM,PJM-RTO,1,1146.2999636550,0.5591150370,0.2568275207
5/2/2023 11:00:00 AM,5/2/2023 7:00:00 AM,PJM-RTO,1,884.3415852958,0.0044682075,0.0882743414
5/2/2023 10:00:00 AM,5/2/2023 6:00:00 AM,PJM-RTO,1,728.4308047717,0.2021661180,0.1625126307
5/2/2023 9:00:00 AM,5/2/2023 5:00:00 AM,PJM-RTO,1,1117.6061293825,0.5319756537,0.1998372788
5/2/2023 8:00:00 AM,5/2/2023 4:00:00 AM,PJM-RTO,1,805.8974546767,0.1843413590,0.0843198843
5/2/2023 7:00:00 AM,5/2/2023 3:00:00 AM,PJM-RTO,1,1384.6299156267,0.7545264596,0.3283774653
5/2/2023 6:00:00 AM,5/2/2023 2:00:00 AM,PJM-RTO,1,1394.1614412775,0.2725633981,0.5264437165
5/2/2023 5:00:00 AM,5/2/2023 1:00:00 AM,PJM-RTO,1,1320.6519928533,0.8323733177,0.3587105267
5/2/2023 4:00:00 AM,5/2/2023 12:00:00 AM,PJM-RTO,1,1241.6422024483,0.2981989686,0.3227782686
5/2/2023 3:00:00 AM,5/1/2023 11:00:00 PM,PJM-RTO,1,1214.0598126783,0.2086619293,0.2535689519
5/2/2023 2:00:00 AM,5/1/2023 10:00:00 PM,PJM-RTO,1,1279.2684857300,0.3497960189,0.4059367163
5/2/2023 1:00:00 AM,5/1/2023 9:00:00 PM,PJM-RTO,1,25.0068940750,0.0099902360,0.5705076586
5/2/2023 12:00:00 AM,5/1/2023 8:00:00 PM,PJM-RTO,1,773.5084586300,0.1343721154,3.8535563785
5/1/2023 11:00:00 PM,5/1/2023 7:00:00 PM,PJM-RTO,1,1033.1062623533,0.2341301948,0.1664397148
5/1/2023 10:00:00 PM,5/1/2023 6:00:00 PM,PJM-RTO,1,954.2290535775,0.1989726776,0.4944347678
5/1/2023 9:00:00 PM,5/1/2023 5:00:00 PM,PJM-RTO,1,1104.1523279258,0.4692298033,0.2693949166
5/1/2023 8:00:00 PM,5/1/2023 4:00:00 PM,PJM-RTO,1,1841.3790908383,0.2701175583,0.5099537090
5/1/2023 7:00:00 PM,5/1/2023 3:00:00 PM,PJM-RTO,1,1543.2066611375,0.7005370813,0.5888139402
5/1/2023 6:00:00 PM,5/1/2023 2:00:00 PM,PJM-RTO,1,1197.5064750367,0.1330071125,0.2589228779
5/1/2023 5:00:00 PM,5/1/2023 1:00:00 PM,PJM-RTO,1,1276.4782948442,0.4245611511,0.4096146806
5/1/2023 4:00:00 PM,5/1/2023 12:00:00 PM,PJM-RTO,1,1187.2302441008,0.4168047398,0.2789447595
5/1/2023 3:00:00 PM,5/1/2023 11:00:00 AM,PJM-RTO,1,1498.3821559708,0.3864779840,0.7974196487
5/1/2023 2:00:00 PM,5/1/2023 10:00:00 AM,PJM-RTO,1,1235.4776715267,0.0117006430,0.7813294876
5/1/2023 1:00:00 PM,5/1/2023 9:00:00 AM,PJM-RTO,1,1005.4532721783,0.1936546682,0.1964281627
5/1/2023 11:00:00 AM,5/1/2023 7:00:00 AM,PJM-RTO,1,1005.0398710867,0.3062284704,0.1625724438
5/1/2023 10:00:00 AM,5/1/2023 6:00:00 AM,PJM-RTO,1,1138.6713636383,0.5246196545,0.3033962579
5/1/2023 9:00:00 AM,5/1/2023 5:00:00 AM,PJM-RTO,1,915.9088321017,0.1945604582,0.1198885400
5/1/2023 8:00:00 AM,5/1/2023 4:00:00 AM,PJM-RTO,1,798.3746531000,0.0037594548,0.0642999479
5/1/2023 7:00:00 AM,5/1/2023 3:00:00 AM,PJM-RTO,1,1203.6039252667,0.4884580418,0.2921741876
5/1/2023 6:00:00 AM,5/1/2023 2:00:00 AM,PJM-RTO,1,1211.6575598058,0.4825423695,0.3786829046
5/1/2023 5:00:00 AM,5/1/2023 1:00:00 AM,PJM-RTO,1,1002.2813003633,0.3977254742,0.2425102986
5/1/2023 4:00:00 AM,5/1/2023 12:00:00 AM,PJM-RTO,1,1268.5976951583,0.6344694302,0.4106590270
5/1/2023 3:00:00 AM,4/30/2023 11:00:00 PM,PJM-RTO,1,1684.3931382675,1.1213743463,0.5743290144
5/1/2023 2:00:00 AM,4/30/2023 10:00:00 PM,PJM-RTO,1,928.6360133725,0.0824137399,0.1448545899
5/1/2023 1:00:00 AM,4/30/2023 9:00:00 PM,PJM-RTO,1,957.8775729575,0.0361678960,0.1379424302
5/1/2023 12:00:00 AM,4/30/2023 8:00:00 PM,PJM-RTO,1,1201.8029124117,0.4589015956,0.3190625938
4/30/2023 11:00:00 PM,4/30/2023 7:00:00 PM,PJM-RTO,1,1263.4796513683,0.1684069068,0.4021630364
4/30/2023 10:00:00 PM,4/30/2023 6:00:00 PM,PJM-RTO,1,955.0717438133,0.2297459758,0.1456358542
4/30/2023 9:00:00 PM,4/30/2023 5:00:00 PM,PJM-RTO,1,1147.2886024425,0.3839076166,0.2843075700
4/30/2023 8:00:00 PM,4/30/2023 4:00:00 PM,PJM-RTO,1,960.6564662058,0.2356197878,0.1839357543
4/30/2023 7:00:00 PM,4/30/2023 3:00:00 PM,PJM-RTO,1,1176.7386096933,0.2328306198,0.2889153644
4/30/2023 6:00:00 PM,4/30/2023 2:00:00 PM,PJM-RTO,1,1042.3882548292,0.2974220640,0.2385998689
4/30/2023 5:00:00 PM,4/30/2023 1:00:00 PM,PJM-RTO,1,903.6961515808,0.0021351841,0.1311701892
4/30/2023 4:00:00 PM,4/30/2023 12:00:00 PM,PJM-RTO,1,1079.4861131925,0.2266806428,0.2551828512
4/30/2023 3:00:00 PM,4/30/2023 11:00:00 AM,PJM-RTO,1,1025.1339096450,0.1435500567,0.1826105401
4/30/2023 2:00:00 PM,4/30/2023 10:00:00 AM,PJM-RTO,1,1000.5686218433,0.1215306907,0.1412014704
4/30/2023 1:00:00 PM,4/30/2023 9:00:00 AM,PJM-RTO,1,991.4535576167,0.3887636454,0.2124330175
4/30/2023 12:00:00 PM,4/30/2023 8:00:00 AM,PJM-RTO,1,950.3246334967,0.1113578507,0.1080026460
4/30/2023 11:00:00 AM,4/30/2023 7:00:00 AM,PJM-RTO,1,855.3793189850,0.0041475330,0.0488397973
4/30/2023 10:00:00 AM,4/30/2023 6:00:00 AM,PJM-RTO,1,950.3265313892,0.0813259664,0.1264851219
4/30/2023 9:00:00 AM,4/30/2023 5:00:00 AM,PJM-RTO,1,876.3236101708,0.0045571343,0.0966041587
4/30/2023 8:00:00 AM,4/30/2023 4:00:00 AM,PJM-RTO,1,1049.2683623083,0.1954079614,0.1937296572
4/30/2023 7:00:00 AM,4/30/2023 3:00:00 AM,PJM-RTO,1,1013.6198030492,0.4337916390,0.3919352442
4/30/2023 6:00:00 AM,4/30/2023 2:00:00 AM,PJM-RTO,1,1108.0820475333,0.1379449742,0.2044680003
4/30/2023 5:00:00 AM,4/30/2023 1:00:00 AM,PJM-RTO,1,1115.2551900033,0.2478801929,0.2308999990
4/30/2023 4:00:00 AM,4/30/2023 12:00:00 AM,PJM-RTO,1,1163.2727922933,0.3281793593,0.4825525097
4/30/2023 3:00:00 AM,4/29/2023 11:00:00 PM,PJM-RTO,1,1058.8901581183,0.0571586280,0.4363278302
4/30/2023 2:00:00 AM,4/29/2023 10:00:00 PM,PJM-RTO,1,1087.2073626092,0.2500452521,0.4426587423
4/30/2023 1:00:00 AM,4/29/2023 9:00:00 PM,PJM-RTO,1,1460.7088760842,0.3899387797,0.5155230698
4/30/2023 12:00:00 AM,4/29/2023 8:00:00 PM,PJM-RTO,1,1007.5562910592,0.1429955967,0.2021635035
4/29/2023 11:00:00 PM,4/29/2023 7:00:00 PM,PJM-RTO,1,908.8198835650,0.0745362204,0.1203441582
