State,Facility Name,Facility ID,Unit ID,Associated Stacks,Date,Operating Time Count,Sum of the Operating Time,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),SO2 Rate (lbs/mmBtu),CO2 Mass (short tons),CO2 Rate (short tons/mmBtu),NOx Mass (short tons),NOx Rate (lbs/mmBtu),Heat Input (mmBtu),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code
PA,Scrubgrass Generating Plant,50974,1,,9/30/17,24,24,,6311,1.442,0.2554,1135.4,0.101,0.837,0.1558,11285.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/1/17,24,24,,6352,1.092,0.1937,1132.4,0.101,0.816,0.1522,11257,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/2/17,24,24,,6126,1.449,0.2701,1079.4,0.101,0.782,0.1536,10728.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/3/17,24,24,,6345,1.529,0.272,1130.5,0.101,0.775,0.1453,11238.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/4/17,24,24,,6648,1.675,0.285,1182.1,0.101,0.809,0.145,11749.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/5/17,24,24,,7339,1.766,0.2815,1262.9,0.101,0.76,0.1275,12554.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/6/17,24,24,,7348,1.692,0.2703,1258.3,0.101,0.752,0.1273,12508.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/7/17,24,24,,6764,1.523,0.2583,1177.3,0.101,0.804,0.1451,11699.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/8/17,24,24,,6594,1.573,0.2659,1181.5,0.101,0.746,0.1345,11746.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/9/17,24,24,,7065,1.593,0.2631,1213.7,0.101,0.705,0.1232,12062.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/10/17,24,24,,6803,1.719,0.2895,1191.8,0.101,0.775,0.1382,11844.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/11/17,24,24,,6450,1.673,0.293,1149.8,0.101,0.757,0.1396,11429.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/12/17,24,24,,6505,1.642,0.2853,1157.1,0.101,0.844,0.1539,11499.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/13/17,24,24,,7245,2.155,0.3413,1265.4,0.101,0.914,0.1531,12579.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/14/17,24,24,,6227,1.59,0.2937,1088.6,0.101,0.736,0.1429,10818.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/15/17,24,24,,5683,1.388,0.2829,986.3,0.101,0.703,0.1505,9805.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/16/17,24,24,,5927,1.553,0.304,1027.3,0.101,0.736,0.1524,10211.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/17/17,24,24,,5729,1.427,0.2953,973.1,0.1009,0.644,0.14,9673.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/18/17,24,24,,5868,1.498,0.2991,1008,0.101,0.636,0.1334,10017.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/19/17,24,24,,5720,1.418,0.2915,979.1,0.101,0.714,0.1542,9728.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/20/17,24,24,,5866,1.46,0.2865,1025.5,0.101,0.768,0.1582,10193.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/21/17,24,24,,6033,1.665,0.2974,1125.5,0.101,0.821,0.1542,11190.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/22/17,24,24,,6042,1.517,0.286,1067.4,0.101,0.828,0.164,10610.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/23/17,24,24,,6292,1.548,0.2818,1105.8,0.101,0.792,0.1518,10991.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/24/17,24,24,,6015,1.808,0.3294,1106.5,0.101,0.878,0.1674,11000.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/25/17,24,24,,5604,1.763,0.3689,961.5,0.1009,0.77,0.169,9556.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/26/17,24,24,,5707,1.784,0.3695,972.2,0.101,0.74,0.1613,9661.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/27/17,18,17.27,,4577.19,1.455,0.3669,779.782,0.1009,0.543,0.1478,7751.548,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/28/17,15,13.75,,3400.6,1.54,0.6633,655.605,0.1009,0.412,0.135,6516.565,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/29/17,24,24,,6471,2.443,0.4,1229.2,0.101,0.868,0.1492,12217.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/30/17,24,24,,6615,2.169,0.3543,1228,0.101,0.866,0.1494,12206.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,10/31/17,24,24,,7311,2.204,0.3385,1306.3,0.101,0.879,0.1437,12982.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/1/17,24,24,,7116,2.163,0.3392,1279.2,0.101,0.866,0.144,12715.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/2/17,24,24,,6600,2.089,0.3466,1211.5,0.101,0.72,0.1268,12041.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/3/17,24,24,,6510,1.936,0.3388,1146.5,0.1009,0.864,0.1623,11397.6,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/4/17,24,24,,5830,1.888,0.357,1056.4,0.1009,0.886,0.1788,10498.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/5/17,24,24,,5840,1.739,0.3353,1045.8,0.101,0.761,0.1541,10394,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/6/17,24,24,,6746,2.091,0.339,1240.8,0.101,0.967,0.1647,12332.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/7/17,24,24,,7529,2.042,0.3151,1306,0.101,0.875,0.1413,12980.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/8/17,24,24,,6389,1.985,0.3458,1157.2,0.101,0.775,0.1424,11502.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/9/17,24,24,,6628,2.322,0.405,1148.4,0.101,0.976,0.1785,11415.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/10/17,24,24,,6963,2.106,0.3488,1225.6,0.101,1.026,0.1786,12182,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/11/17,24,24,,8239,2.382,0.3365,1424,0.101,1.196,0.1772,14155.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/12/17,13,12.85,,4404.4,1.203,0.3378,710.845,0.101,0.676,0.2022,7064.74,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/13/17,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/14/17,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/15/17,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/16/17,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/17/17,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/18/17,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/19/17,22,21.3,,2928,2.612,1.2752,611.99,0.101,0.617,0.1603,6081.11,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/20/17,24,24,,6212,1.496,0.2497,1207,0.101,0.939,0.1653,11998.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/21/17,24,24,,6161,1.464,0.2603,1143.3,0.1009,1.078,0.1968,11367.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/22/17,24,24,,6053,1.334,0.2439,1101,0.101,0.798,0.1533,10943.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/23/17,24,24,,5139,1.016,0.241,847.6,0.1008,0.655,0.1627,8424.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/24/17,24,24,,5623,1.223,0.2542,967.3,0.1008,0.738,0.1612,9615.6,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/25/17,24,24,,5653,1.367,0.2755,998.8,0.1009,0.703,0.1489,9926.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/26/17,24,24,,5669,1.382,0.2782,999.6,0.1009,0.626,0.1323,9936,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/27/17,24,24,,5972,1.552,0.2951,1059.7,0.1009,0.674,0.1348,10534.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/28/17,24,24,,6358,1.7,0.3046,1124.9,0.1009,0.833,0.1566,11184.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/29/17,24,24,,5470,1.52,0.3191,958.5,0.1009,0.585,0.1296,9526,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,11/30/17,24,24,,5605,1.535,0.3115,989.1,0.101,0.562,0.1209,9830.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/1/17,24,24,,5727,1.688,0.314,1084.7,0.101,0.636,0.1243,10783.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/2/17,24,24,,5385,1.929,0.389,996.9,0.1009,0.692,0.147,9913,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/3/17,24,24,,5794,1.984,0.3923,1018,0.101,0.703,0.1459,10117.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/4/17,24,24,,5724,2.041,0.3883,1059.1,0.101,0.705,0.1415,10527.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/5/17,24,24,,5687,2.214,0.4078,1092.4,0.101,0.792,0.1536,10859.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/6/17,24,24,,5640,1.951,0.4044,970.2,0.1009,0.72,0.1572,9644.6,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/7/17,24,24,,5754,1.921,0.3847,1004.3,0.1008,0.753,0.1581,9981.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/8/17,24,24,,6675,2.243,0.3824,1180.9,0.101,1.022,0.1823,11738.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/9/17,24,24,,5729,2.051,0.4039,1020.3,0.1009,0.759,0.1574,10144,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/10/17,24,24,,5948,2.024,0.3922,1038.8,0.101,0.775,0.1578,10323.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/11/17,24,24,,6317,2.215,0.3966,1124.7,0.101,0.919,0.1728,11178.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/12/17,24,24,,6330,1.628,0.2877,1121.3,0.101,0.871,0.1635,11145.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/13/17,24,24,,7731,2.664,0.3995,1341.2,0.101,0.934,0.1471,13328.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/14/17,24,24,,7366,2.616,0.3989,1319.4,0.101,0.859,0.1371,13117.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/15/17,24,24,,7874,2.495,0.3683,1364.5,0.101,1.033,0.1598,13561.6,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/16/17,24,24,,7107,2.372,0.3723,1282.2,0.101,0.902,0.1483,12745.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/17/17,24,24,,6166,2.041,0.3683,1112.3,0.101,0.828,0.1577,11054.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/18/17,24,24,,5478,1.771,0.3808,936.9,0.1009,0.708,0.1598,9314.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/19/17,24,24,,5507,1.746,0.3784,928.4,0.1009,0.64,0.1458,9227.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/20/17,24,24,,5605,2.097,0.4151,1017.8,0.1009,0.742,0.154,10114.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/21/17,24,24,,6104,2.091,0.394,1065.3,0.101,0.9,0.1786,10590.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/22/17,24,24,,5891,1.949,0.3884,1008.6,0.1008,0.732,0.1535,10025.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/23/17,24,24,,5423,1.736,0.3933,887.1,0.1008,0.697,0.1662,8817.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/24/17,24,24,,5542,1.907,0.4093,937.4,0.1009,0.711,0.1603,9317.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/25/17,24,24,,5661,1.944,0.407,961.4,0.1009,0.753,0.1654,9556.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/26/17,24,24,,6159,1.985,0.3729,1078.8,0.1009,0.73,0.1443,10721.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/27/17,24,24,,8280,2.465,0.3597,1376.4,0.101,1.073,0.165,13681.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/28/17,24,24,,9265,2.874,0.399,1456.8,0.101,1.153,0.1668,14482.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/29/17,24,24,,9240,2.768,0.3998,1398,0.101,0.946,0.1441,13896.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/30/17,24,24,,9261,2.879,0.408,1435.8,0.101,1.091,0.1614,14270.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,12/31/17,24,24,,7649,2.244,0.3324,1355.5,0.101,1.064,0.1656,13474.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/1/18,24,24,,8056,2.265,0.3271,1391.9,0.101,1.056,0.1604,13834.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/2/18,24,24,,8464,2.402,0.3275,1476.1,0.101,1.211,0.1735,14672.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
