State,Facility Name,Facility ID,Unit ID,Associated Stacks,Date,Operating Time Count,Sum of the Operating Time,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),SO2 Rate (lbs/mmBtu),CO2 Mass (short tons),CO2 Rate (short tons/mmBtu),NOx Mass (short tons),NOx Rate (lbs/mmBtu),Heat Input (mmBtu),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code
PA,Scrubgrass Generating Plant,50974,1,,1/1/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/2/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/3/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/4/15,14,14,,1390,0.591,0.4152,307.4,0.1004,0.19,0.1139,3065.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/5/15,24,24,,6402,1.73,0.3363,1029.9,0.1,0.854,0.1664,10275.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/6/15,24,24,,7017,2.102,0.3548,1180.8,0.1,0.9,0.154,11783.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/7/15,21,20.38,,6171.08,1.999,0.3891,1084.966,0.0999,0.852,0.167,10827.16,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/8/15,24,24,,9301,3.494,0.4153,1680.4,0.1,1.353,0.1617,16769.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/9/15,24,24,,7402,2.123,0.3428,1236.5,0.1,1.046,0.1692,12341.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/10/15,24,24,,7015,2.03,0.3441,1177.5,0.1,0.997,0.1697,11751,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/11/15,24,24,,5967,1.59,0.3396,938.2,0.1,0.789,0.1685,9362.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/12/15,24,24,,6905,2.054,0.352,1164.8,0.1,0.909,0.157,11622.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/13/15,24,24,,8289,2.654,0.3719,1423.1,0.1,1.169,0.1612,14202.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/14/15,24,24,,8450,2.589,0.3734,1441.3,0.1,1.343,0.1915,14382.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/15/15,24,24,,7556,2.309,0.3547,1288.3,0.1,1.086,0.1716,12855.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/16/15,24,24,,6452,1.917,0.3568,1070.9,0.1,0.862,0.1625,10688.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/17/15,24,24,,6133,1.754,0.3521,990.7,0.1,0.834,0.17,9886.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/18/15,24,24,,5711,1.525,0.3401,898.1,0.1,0.74,0.1652,8961.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/19/15,24,24,,5736,1.477,0.3281,902.4,0.1,0.654,0.1453,9002.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/20/15,24,24,,6260,1.685,0.3304,1022.8,0.1,0.751,0.147,10203,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/21/15,24,24,,6386,1.779,0.3313,1076.3,0.1,0.711,0.1325,10741.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/22/15,24,24,,6157,1.658,0.3318,1001,0.1,0.659,0.1323,9990.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/23/15,24,24,,6429,1.707,0.327,1045.5,0.1,0.641,0.1235,10434.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/24/15,24,24,,5955,1.712,0.3588,955.5,0.1,0.532,0.1119,9535,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/25/15,24,24,,5874,1.826,0.3819,957.2,0.1,0.592,0.1238,9552.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/26/15,24,24,,6957,1.998,0.3456,1161,0.1,0.731,0.1244,11586.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/27/15,24,24,,6700,1.962,0.3497,1121.2,0.1,0.797,0.1418,11184.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/28/15,24,24,,7326,2.252,0.354,1269.1,0.1,1.015,0.1605,12665.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/29/15,24,24,,6648,1.941,0.3465,1118.2,0.1,0.952,0.1717,11159.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/30/15,24,24,,7485,2.483,0.3733,1316.6,0.1,1.026,0.158,13139.6,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,1/31/15,24,24,,7339,2.348,0.3689,1268.4,0.1,0.957,0.1515,12658.6,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/1/15,24,24,,6649,1.906,0.348,1101.3,0.1,0.85,0.1539,10988.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/2/15,24,24,,7687,2.432,0.3644,1335.2,0.1,1.067,0.1583,13325.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/3/15,24,24,,7273,2.244,0.3585,1244.7,0.1,1.035,0.1673,12420.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/4/15,24,24,,6450,1.921,0.3569,1076.6,0.1,0.871,0.1641,10743.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/5/15,24,24,,7288,2.167,0.3522,1229.6,0.1,1.079,0.1743,12269.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/6/15,24,24,,6725,1.974,0.3536,1114.7,0.1,0.96,0.1736,11125.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/7/15,24,24,,5963,1.664,0.3539,942.3,0.1,0.777,0.1653,9404.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/8/15,24,24,,5780,1.647,0.365,904.4,0.1,0.77,0.1707,9026.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/9/15,24,24,,7488,2.357,0.3644,1288,0.1,1.143,0.175,12854.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/10/15,24,24,,8192,2.737,0.3737,1452,0.1,1.359,0.1838,14490.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/11/15,24,24,,7359,2.19,0.3478,1263,0.1,1.135,0.1781,12602.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/12/15,24,24,,7292,2.183,0.3505,1245.9,0.1,0.987,0.157,12434.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/13/15,24,24,,7710,2.232,0.3452,1289.3,0.1,1.12,0.1743,12867.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/14/15,24,24,,5859,1.595,0.3401,937.7,0.1,0.713,0.1538,9357.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/15/15,24,24,,8857,2.929,0.3665,1599.8,0.1,1.293,0.1622,15963.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/16/15,24,24,,9307,2.94,0.3668,1605.3,0.1,1.342,0.1674,16020.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/17/15,24,24,,8190,2.713,0.3637,1491.2,0.1,1.232,0.1666,14879.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/18/15,24,24,,8552,2.732,0.3602,1517.8,0.1,1.122,0.1486,15145.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/19/15,24,24,,8653,2.852,0.3663,1558.4,0.1,1.289,0.165,15555.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/20/15,24,24,,8257,2.585,0.3573,1451.2,0.1,1.238,0.1717,14482.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/21/15,24,24,,9234,3.01,0.3694,1628.7,0.1,1.097,0.1353,16254.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/22/15,24,24,,7164,2.078,0.3406,1223.2,0.1,0.829,0.1351,12206.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/23/15,24,24,,7879,2.535,0.3637,1378.1,0.1,1.234,0.181,13754.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/24/15,24,24,,7607,2.387,0.3559,1343.7,0.1,1.125,0.1675,13409.6,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/25/15,24,24,,8042,2.48,0.3504,1419.6,0.1,1.118,0.1573,14169.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/26/15,24,24,,8019,2.751,0.3748,1457.6,0.1,1.09,0.1495,14544.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/27/15,24,24,,8237,3.026,0.4038,1505.8,0.1,1.024,0.1358,15030,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,2/28/15,24,24,,8664,2.682,0.3403,1582,0.1,1.051,0.1315,15789.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/1/15,24,24,,8285,2.575,0.3554,1446.7,0.1,1.065,0.1478,14438.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/2/15,24,24,,7307,2.249,0.3488,1283.7,0.1,0.894,0.1393,12809.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/3/15,19,17.56,,5478.56,1.666,0.3315,974.666,0.1,0.653,0.1372,9726.76,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/4/15,24,24,,7238,2.199,0.3583,1226.9,0.1,0.942,0.1566,12243.7,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/5/15,24,24,,7420,2.197,0.3484,1257.3,0.1,1.017,0.1637,12547.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/6/15,24,24,,5947,2.018,0.4053,1021.4,0.1,1.055,0.2076,10191.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/7/15,24,24,,6185,1.568,0.3218,978.7,0.1,0.804,0.1645,9765.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/8/15,24,24,,5960,1.564,0.3408,917.8,0.1,0.629,0.1378,9160,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/9/15,24,24,,6385,1.784,0.3558,1001.1,0.1,0.688,0.1372,9989.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/10/15,24,24,,5737,1.538,0.3451,888.8,0.1,0.782,0.1773,8868.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/11/15,24,24,,5486,1.457,0.348,838.2,0.1,0.746,0.1785,8364.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/12/15,24,24,,6006,1.674,0.357,938.6,0.1,0.783,0.1673,9364,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/13/15,24,24,,6091,1.808,0.3639,989,0.1,0.696,0.1422,9870.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/14/15,24,24,,5478,1.634,0.3693,886.2,0.1,0.615,0.1389,8845.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/15/15,24,24,,5585,1.629,0.3692,883.7,0.1,0.655,0.1486,8819.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/16/15,24,24,,6517,1.923,0.3605,1069.3,0.1,0.847,0.1568,10672.9,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/17/15,24,24,,6151,1.824,0.3655,1003.2,0.1,0.747,0.1485,10011,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/18/15,24,24,,6988,2.218,0.3657,1205.1,0.1,0.888,0.149,12026.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/19/15,24,24,,6749,2.209,0.3845,1140.8,0.1,0.786,0.1388,11383.5,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/20/15,24,24,,7890,2.54,0.373,1373.9,0.1,0.994,0.1443,13712.1,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/21/15,24,24,,6470,1.904,0.3568,1070.1,0.1,0.794,0.1492,10676.2,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/22/15,24,24,,6007,1.656,0.3591,925.4,0.1,0.682,0.1476,9235,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/23/15,24,24,,6766,1.831,0.3568,1029.5,0.1,0.834,0.1606,10274.8,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/24/15,24,24,,6370,1.847,0.3572,1035.9,0.1,0.759,0.1487,10339,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/25/15,24,24,,6388,1.87,0.3512,1065.9,0.1,0.745,0.1403,10637.4,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/26/15,10,9.2,,2142.4,0.611,0.4205,334,0.1,0.216,0.1314,3332.82,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/27/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/28/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/29/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/30/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,3/31/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,4/1/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,4/2/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,4/3/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,4/4/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,4/5/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
PA,Scrubgrass Generating Plant,50974,1,,4/6/15,0,0,,,,,,,,,,Coal,,Circulating fluidized bed boiler,Dry Lime FGD,Selective Non-catalytic Reduction,,,"ARP, CSNOX, CSNOXOS, CSSO2G1, MATS"
