datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
5/17/21 18:00,5/17/21 14:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,28.99,30.29,1.32,-0.02
5/17/21 19:00,5/17/21 15:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,28.92,29.95,1.03,0
5/17/21 20:00,5/17/21 16:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.45,30.12,0.66,0.01
5/17/21 21:00,5/17/21 17:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,30.51,31.07,0.78,-0.22
5/17/21 22:00,5/17/21 18:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.57,29.73,0.57,-0.41
5/17/21 23:00,5/17/21 19:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.1,29.19,0.59,-0.5
5/18/21 0:00,5/17/21 20:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.55,30.02,0.71,-0.24
5/18/21 1:00,5/17/21 21:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,28.29,28.65,0.5,-0.14
5/18/21 2:00,5/17/21 22:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,21.73,21.52,-0.1,-0.11
5/18/21 3:00,5/17/21 23:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.31,19.51,0.26,-0.06
5/18/21 4:00,5/18/21 0:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,20.76,21.17,0.3,0.11
5/18/21 5:00,5/18/21 1:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.31,19.72,0.3,0.11
5/18/21 6:00,5/18/21 2:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.15,18.38,0.13,0.1
5/18/21 7:00,5/18/21 3:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.8,18.09,0.18,0.11
5/18/21 8:00,5/18/21 4:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.04,18.08,-0.02,0.06
5/18/21 9:00,5/18/21 5:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.49,19.51,-0.01,0.03
5/18/21 10:00,5/18/21 6:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.88,25.31,0.42,0.01
5/18/21 11:00,5/18/21 7:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.74,25.15,0.38,0.03
5/18/21 12:00,5/18/21 8:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.15,23.32,-0.9,0.07
5/18/21 13:00,5/18/21 9:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,25.44,24.4,-1.2,0.16
5/18/21 14:00,5/18/21 10:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,27.19,26.48,-0.93,0.22
5/18/21 15:00,5/18/21 11:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,28.59,27.85,-1.09,0.35
5/18/21 16:00,5/18/21 12:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.25,28.53,-0.95,0.23
5/18/21 17:00,5/18/21 13:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.75,29.06,-0.94,0.25
5/18/21 18:00,5/18/21 14:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,30.72,29.72,-1.27,0.27
5/18/21 19:00,5/18/21 15:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,34.03,32.71,-1.57,0.25
5/18/21 20:00,5/18/21 16:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,34.99,34.34,-0.87,0.22
5/18/21 21:00,5/18/21 17:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,36.31,35.97,-0.55,0.21
5/18/21 22:00,5/18/21 18:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,34.42,33.47,-1.04,0.09
5/18/21 23:00,5/18/21 19:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,32.43,31.55,-0.77,-0.11
5/19/21 0:00,5/18/21 20:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,33.03,32.48,-0.59,0.04
5/19/21 1:00,5/18/21 21:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,30.49,29.72,-0.65,-0.12
5/19/21 2:00,5/18/21 22:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.22,23.13,-0.04,-0.05
5/19/21 3:00,5/18/21 23:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,21,21.07,0.07,0
5/19/21 4:00,5/19/21 0:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,20.6,21.35,0.29,0.46
5/19/21 5:00,5/19/21 1:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.08,19.6,0.34,0.18
5/19/21 6:00,5/19/21 2:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.26,18.7,0.21,0.23
5/19/21 7:00,5/19/21 3:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.42,17.96,0.26,0.28
5/19/21 8:00,5/19/21 4:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.26,18.65,0.16,0.23
5/19/21 9:00,5/19/21 5:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,20.26,20.58,0.12,0.2
5/19/21 10:00,5/19/21 6:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.85,24.48,0.33,0.3
5/19/21 11:00,5/19/21 7:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.74,24.45,0.27,0.44
5/19/21 12:00,5/19/21 8:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.95,25.77,0.12,0.7
5/19/21 13:00,5/19/21 9:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,27.97,28.58,-0.25,0.86
5/19/21 14:00,5/19/21 10:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,28.7,29.39,-0.3,0.99
5/19/21 15:00,5/19/21 11:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.38,30.12,-0.12,0.86
5/19/21 16:00,5/19/21 12:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,31.81,32.35,-0.39,0.93
5/19/21 17:00,5/19/21 13:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,36.6,36.89,-0.48,0.77
5/19/21 18:00,5/19/21 14:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,39.43,40.06,0,0.63
5/19/21 19:00,5/19/21 15:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,42.61,43.52,0.03,0.88
5/19/21 20:00,5/19/21 16:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,47.74,47.81,-0.39,0.46
5/19/21 21:00,5/19/21 17:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,51.83,52.05,-0.36,0.58
5/19/21 22:00,5/19/21 18:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,44.44,44.36,-0.43,0.35
5/19/21 23:00,5/19/21 19:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,38.71,38.98,0.24,0.03
5/20/21 0:00,5/19/21 20:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,39.16,39.76,0.55,0.05
5/20/21 1:00,5/19/21 21:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,33.79,34.71,0.52,0.4
5/20/21 2:00,5/19/21 22:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,27.44,28.04,0.44,0.16
5/20/21 3:00,5/19/21 23:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.06,23.72,0.32,0.34
5/20/21 4:00,5/20/21 0:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,21.74,22.41,0.33,0.34
5/20/21 5:00,5/20/21 1:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.66,20.35,0.35,0.34
5/20/21 6:00,5/20/21 2:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.38,18.94,0.27,0.29
5/20/21 7:00,5/20/21 3:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.53,18.23,0.42,0.28
5/20/21 8:00,5/20/21 4:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.11,18.75,0.35,0.29
5/20/21 9:00,5/20/21 5:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.99,19.56,0.41,0.16
5/20/21 10:00,5/20/21 6:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.29,23.8,0.26,0.25
5/20/21 11:00,5/20/21 7:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.22,24.93,0.27,0.44
5/20/21 12:00,5/20/21 8:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,25.81,27.63,1.29,0.53
5/20/21 13:00,5/20/21 9:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.32,33.87,3.86,0.69
5/20/21 14:00,5/20/21 10:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,31.95,33.29,0.54,0.8
5/20/21 15:00,5/20/21 11:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,36.16,40.42,3.57,0.69
5/20/21 16:00,5/20/21 12:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,40.44,36.61,-4.45,0.62
5/20/21 17:00,5/20/21 13:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,44.48,44.47,-0.68,0.67
5/20/21 18:00,5/20/21 14:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,49.03,48.98,-0.92,0.87
5/20/21 19:00,5/20/21 15:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,53.02,52.8,-1.06,0.84
5/20/21 20:00,5/20/21 16:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,64.61,65.11,-0.04,0.54
5/20/21 21:00,5/20/21 17:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,65.11,66.23,0.47,0.65
5/20/21 22:00,5/20/21 18:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,52.41,54.15,1.35,0.39
5/20/21 23:00,5/20/21 19:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,41.53,43.1,1.58,-0.01
5/21/21 0:00,5/20/21 20:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,38.99,39.2,0.2,0.01
5/21/21 1:00,5/20/21 21:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,32.88,31.88,-1.3,0.3
5/21/21 2:00,5/20/21 22:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,27.16,26.59,-0.74,0.17
5/21/21 3:00,5/20/21 23:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.1,23.25,-0.1,0.25
5/21/21 4:00,5/21/21 0:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,20.65,21.29,0.44,0.2
5/21/21 5:00,5/21/21 1:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.79,19.65,0.57,0.29
5/21/21 6:00,5/21/21 2:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.97,18.59,0.32,0.3
5/21/21 7:00,5/21/21 3:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.05,17.8,0.43,0.32
5/21/21 8:00,5/21/21 4:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.48,18.12,0.35,0.29
5/21/21 9:00,5/21/21 5:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.34,19.08,0.39,0.35
5/21/21 10:00,5/21/21 6:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,20.69,21.3,0.37,0.24
5/21/21 11:00,5/21/21 7:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,22.91,23.95,0.63,0.41
5/21/21 12:00,5/21/21 8:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.44,25.47,0.48,0.55
5/21/21 13:00,5/21/21 9:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,27.44,28.65,0.78,0.43
5/21/21 14:00,5/21/21 10:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,30.59,31.47,0.6,0.28
5/21/21 15:00,5/21/21 11:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,34.31,35.81,0.94,0.56
5/21/21 16:00,5/21/21 12:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,38.47,41.74,2.44,0.83
5/21/21 17:00,5/21/21 13:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,43.8,48.58,4.14,0.64
5/21/21 18:00,5/21/21 14:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,48.64,53.39,4.12,0.63
5/21/21 19:00,5/21/21 15:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,56.77,61.78,3.97,1.04
5/21/21 20:00,5/21/21 16:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,64.96,70.18,4.27,0.95
5/21/21 21:00,5/21/21 17:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,67.38,67.4,-1.01,1.03
5/21/21 22:00,5/21/21 18:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,49.46,50.8,0.52,0.82
5/21/21 23:00,5/21/21 19:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,40.4,41.33,0.47,0.46
5/22/21 0:00,5/21/21 20:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,36.27,36.12,-0.26,0.11
5/22/21 1:00,5/21/21 21:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,33.29,32.76,-0.74,0.21
5/22/21 2:00,5/21/21 22:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,28.74,28.73,-0.15,0.14
5/22/21 3:00,5/21/21 23:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.51,24.77,0.17,0.09
5/22/21 4:00,5/22/21 0:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,21.23,21.67,0.25,0.19
5/22/21 5:00,5/22/21 1:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.09,19.49,0.19,0.21
5/22/21 6:00,5/22/21 2:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.09,18.6,0.27,0.24
5/22/21 7:00,5/22/21 3:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.31,17.77,0.22,0.24
5/22/21 8:00,5/22/21 4:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,16.94,17.4,0.19,0.27
5/22/21 9:00,5/22/21 5:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.35,17.68,0.03,0.3
5/22/21 10:00,5/22/21 6:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.25,17.41,0.04,0.12
5/22/21 11:00,5/22/21 7:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.99,19.32,0.06,0.27
5/22/21 12:00,5/22/21 8:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,20.55,20.94,-0.02,0.41
5/22/21 13:00,5/22/21 9:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.64,23.99,-0.1,0.45
5/22/21 14:00,5/22/21 10:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,26.26,26.35,-0.22,0.31
5/22/21 15:00,5/22/21 11:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.57,29.29,-0.7,0.42
5/22/21 16:00,5/22/21 12:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,31.95,31.05,-1.26,0.36
5/22/21 17:00,5/22/21 13:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,34.69,33.31,-1.92,0.54
5/22/21 18:00,5/22/21 14:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,37.84,35.07,-3.24,0.47
5/22/21 19:00,5/22/21 15:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,42.05,38.51,-3.88,0.34
5/22/21 20:00,5/22/21 16:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,54.58,48.56,-6.47,0.45
5/22/21 21:00,5/22/21 17:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,58.94,50.6,-8.6,0.26
5/22/21 22:00,5/22/21 18:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,48.32,41.57,-6.64,-0.11
5/22/21 23:00,5/22/21 19:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,36.71,34.51,-2.22,0.02
5/23/21 0:00,5/22/21 20:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,36.03,34.18,-2.01,0.16
5/23/21 1:00,5/22/21 21:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,32.47,31.3,-1.33,0.16
5/23/21 2:00,5/22/21 22:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,26.28,25.8,-0.51,0.03
5/23/21 3:00,5/22/21 23:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.5,24.54,0,0.04
5/23/21 4:00,5/23/21 0:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.55,23.54,0.03,-0.04
5/23/21 5:00,5/23/21 1:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.7,19.77,0.03,0.04
5/23/21 6:00,5/23/21 2:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.45,19.43,-0.05,0.03
5/23/21 7:00,5/23/21 3:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.73,17.92,0.1,0.09
5/23/21 8:00,5/23/21 4:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,17.59,17.68,0.07,0.02
5/23/21 9:00,5/23/21 5:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,16.93,16.92,0.06,-0.07
5/23/21 10:00,5/23/21 6:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,16.48,16.4,0.05,-0.13
5/23/21 11:00,5/23/21 7:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.24,19.1,-0.17,0.03
5/23/21 12:00,5/23/21 8:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,20.03,20.4,0.39,-0.02
5/23/21 13:00,5/23/21 9:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.43,24.1,0.63,0.04
5/23/21 14:00,5/23/21 10:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,26.51,27.11,0.59,0.01
5/23/21 15:00,5/23/21 11:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.97,30.64,0.71,-0.04
5/23/21 16:00,5/23/21 12:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,33.47,32.74,-0.58,-0.15
5/23/21 17:00,5/23/21 13:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,36.28,33.47,-2.64,-0.17
5/23/21 18:00,5/23/21 14:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,39.98,33.61,-5.95,-0.42
5/23/21 19:00,5/23/21 15:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,41.79,33.58,-7.73,-0.48
5/23/21 20:00,5/23/21 16:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,54.49,43,-10.57,-0.92
5/23/21 21:00,5/23/21 17:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,56.72,44.66,-10.96,-1.1
5/23/21 22:00,5/23/21 18:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,48.24,35.28,-12.35,-0.61
5/23/21 23:00,5/23/21 19:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,38.02,31.99,-5.39,-0.64
5/24/21 0:00,5/23/21 20:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,36.34,33.42,-2.46,-0.46
5/24/21 1:00,5/23/21 21:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,33.24,32.09,-1.07,-0.08
5/24/21 2:00,5/23/21 22:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,28.24,28.51,0.44,-0.17
5/24/21 3:00,5/23/21 23:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.59,24.21,0,-0.38
5/24/21 4:00,5/24/21 0:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.14,24.11,0.21,-0.24
5/24/21 5:00,5/24/21 1:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,22.25,22.37,0.18,-0.06
5/24/21 6:00,5/24/21 2:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.77,19.78,0.15,-0.14
5/24/21 7:00,5/24/21 3:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.11,19.23,0.14,-0.02
5/24/21 8:00,5/24/21 4:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.44,19.56,0.15,-0.03
5/24/21 9:00,5/24/21 5:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,21.92,22.04,0.18,-0.06
5/24/21 10:00,5/24/21 6:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.59,23.55,0.2,-0.24
5/24/21 11:00,5/24/21 7:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.28,24.38,0.03,0.07
5/24/21 12:00,5/24/21 8:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,25.97,25.63,-0.31,-0.03
5/24/21 13:00,5/24/21 9:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,29.78,28.13,-1.63,-0.02
5/24/21 14:00,5/24/21 10:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,31.45,28.36,-3.03,-0.06
5/24/21 15:00,5/24/21 11:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,33.41,29.41,-3.93,-0.07
5/24/21 16:00,5/24/21 12:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,35,31.2,-3.61,-0.19
5/24/21 17:00,5/24/21 13:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,37.12,32.43,-4.49,-0.2
5/24/21 18:00,5/24/21 14:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,37.55,31.14,-6.07,-0.34
5/24/21 19:00,5/24/21 15:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,39.18,31.01,-7.83,-0.34
5/24/21 20:00,5/24/21 16:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,40.25,31.72,-8.41,-0.12
5/24/21 21:00,5/24/21 17:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,40.61,33.01,-7.48,-0.12
5/24/21 22:00,5/24/21 18:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,38.88,31.79,-6.96,-0.13
5/24/21 23:00,5/24/21 19:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,33.28,28.06,-5.15,-0.07
5/25/21 0:00,5/24/21 20:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,34.48,29.7,-4.87,0.09
5/25/21 1:00,5/24/21 21:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,30.71,27.19,-3.79,0.27
5/25/21 2:00,5/24/21 22:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,26.35,24.23,-2.45,0.33
5/25/21 3:00,5/24/21 23:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,21.45,20.26,-1.03,-0.16
5/25/21 4:00,5/25/21 0:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,22.44,22.52,-0.04,0.12
5/25/21 5:00,5/25/21 1:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,20.03,19.56,-0.51,0.04
5/25/21 6:00,5/25/21 2:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.95,18.6,-0.34,-0.01
5/25/21 7:00,5/25/21 3:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.6,18.36,-0.27,0.03
5/25/21 8:00,5/25/21 4:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.57,18.32,-0.18,-0.07
5/25/21 9:00,5/25/21 5:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,20.24,20.16,-0.13,0.05
5/25/21 10:00,5/25/21 6:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,22.43,22.47,0.17,-0.13
5/25/21 11:00,5/25/21 7:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,24.24,24.2,-0.01,-0.03
5/25/21 12:00,5/25/21 8:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,26,25.79,-0.33,0.12
5/25/21 13:00,5/25/21 9:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,28.74,26.7,-1.82,-0.22
5/25/21 14:00,5/25/21 10:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,31.2,27.48,-3.29,-0.43
5/25/21 15:00,5/25/21 11:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,34.15,29.31,-4.43,-0.41
5/25/21 16:00,5/25/21 12:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,36.74,31.98,-4.26,-0.5
5/25/21 17:00,5/25/21 13:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,39.87,33.91,-5.46,-0.5
5/25/21 18:00,5/25/21 14:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,41.36,35.8,-4.83,-0.73
5/25/21 19:00,5/25/21 15:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,45.99,38.29,-6.61,-1.09
5/25/21 20:00,5/25/21 16:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,49.26,41.37,-6.39,-1.5
5/25/21 21:00,5/25/21 17:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,51.03,43.86,-5.74,-1.43
5/25/21 22:00,5/25/21 18:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,46.11,37.93,-7.03,-1.15
5/25/21 23:00,5/25/21 19:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,40.61,34.45,-5.32,-0.84
5/26/21 0:00,5/25/21 20:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,38.57,34.35,-3.58,-0.64
5/26/21 1:00,5/25/21 21:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,34.26,30.29,-3.49,-0.48
5/26/21 2:00,5/25/21 22:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,27.76,25.64,-1.53,-0.59
5/26/21 3:00,5/25/21 23:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,23.84,22.98,-0.41,-0.45
5/26/21 4:00,5/26/21 0:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,22.53,22.56,0.13,-0.1
5/26/21 5:00,5/26/21 1:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,19.87,19.74,-0.06,-0.07
5/26/21 6:00,5/26/21 2:00,2156108940,VENANJCT,115 KV,T1,LOAD,PENELEC,18.54,18.51,-0.06,0.03
