Open,Close,High,Low,Volume,Date
158,162.2,163.25,158,,09/02/21
160,156.25,160,157,,09/01/21
150,153.75,154,150,,08/31/21
0,148.95,0,0,,08/27/21
0,149,0,0,,08/26/21
148.5,148.9,149,148.5,,08/25/21
148.5,148.5,149,148.35,,08/24/21
148.3,148.35,148.75,148.3,,08/23/21
0,144.5,0,0,,08/20/21
0,145.9,0,0,,08/19/21
150,149.95,150,150,,08/18/21
151.1,149.9,151.1,151.1,,08/17/21
152.15,151.85,152.15,152.15,,08/16/21
149.65,149.7,149.65,149.65,,08/13/21
0,150,0,0,,08/12/21
0,147.6,0,0,,08/11/21
145.5,146,146.25,145.5,,08/10/21
146,145.75,146,146,,08/09/21
0,143.9,0,0,,08/06/21
141.75,142.15,142,141.75,,08/05/21
140.75,141.1,141,140.75,,08/04/21
141,140.05,141,140,,08/03/21
0,139.7,0,0,,08/02/21
0,138.4,0,0,,07/30/21
0,132.9,0,0,,07/29/21
0,132.9,0,0,,07/28/21
0,132.6,0,0,,07/27/21
0,132.1,0,0,,07/26/21
0,132.3,0,0,,07/23/21
0,131.9,0,0,,07/22/21
0,132.6,0,0,,07/21/21
0,132.1,0,0,,07/20/21
133.5,133.1,133.5,133.35,,07/19/21
133,132.6,133,132.5,,07/16/21
0,132,0,0,,07/15/21
0,131.75,0,0,,07/14/21
128,131.1,128,128,,07/13/21
0,126.65,0,0,,07/12/21
0,126.8,0,0,,07/09/21
125,125.5,125.75,124.9,,07/08/21
124.25,124.65,124.25,124.25,,07/07/21
0,123.8,0,0,,07/06/21
0,127.25,0,0,,07/05/21
122,123.6,122.75,122,,07/02/21
124,122.25,124,123.75,,07/01/21
115,120.75,121,115,,06/30/21
113,115.05,115.65,112.9,,06/29/21
113.25,113.15,113.25,113.25,,06/28/21
0,115.5,0,0,,06/25/21
0,108.25,0,0,,06/24/21
0,108,0,0,,06/23/21
0,107.25,0,0,,06/22/21
0,107,0,0,,06/21/21
0,107.75,0,0,,06/18/21
0,107.8,0,0,,06/17/21
108,108,108,108,,06/16/21
108.5,108,108.5,108.5,,06/15/21
109,109,109,109,,06/14/21
0,110,0,0,,06/11/21
109,110,109,109,,06/10/21
106.25,108.25,108,106.25,,06/09/21
0,105.75,0,0,,06/08/21
104.5,106,106.1,104.5,,06/07/21
100.65,101.25,101.5,100.65,,06/04/21
97.75,100.5,101,97.75,,06/03/21
95.5,96.4,96.5,95.5,,06/02/21
96,95.8,96.5,95.85,,06/01/21
0,85.75,0,0,,05/28/21
0,85.75,0,0,,05/27/21
0,85.65,0,0,,05/26/21
0,85.75,0,0,,05/25/21
0,85.5,0,0,,05/24/21
0,85.2,0,0,,05/21/21
84.5,84.75,84.5,84.5,,05/20/21
0,84,0,0,,05/19/21
84.5,84.6,84.5,84.5,,05/18/21
0,84.5,0,0,,05/17/21
85,85.4,85,84.9,,05/14/21
85.25,85.7,85.25,85.25,,05/13/21
0,85.85,0,0,,05/12/21
84,84.8,84,84,,05/11/21
84.45,83.8,84.45,83.75,,05/10/21
81.3,82.5,81.3,81.3,,05/07/21
0,81.55,0,0,,05/06/21
78.6,80.05,79.25,78.6,,05/05/21
78.5,78.5,78.6,78.4,,05/04/21
78.75,78.65,78.75,78.7,,05/03/21
0,77.45,0,0,,04/30/21
0,71.9,0,0,,04/29/21
0,71.75,0,0,,04/28/21
73.9,71.85,73.9,73.9,,04/27/21
0,71.7,0,0,,04/26/21
0,71.8,0,0,,04/23/21
72,71.8,72,72,,04/22/21
0,71.5,0,0,,04/21/21
0,71.5,0,0,,04/20/21
0,71.5,0,0,,04/19/21
71,71.6,71,71,,04/16/21
70,70.2,70,70,,04/15/21
0,69.15,0,0,,04/14/21
0,68.85,0,0,,04/13/21
0,68.35,0,0,,04/12/21
67.5,67.55,67.5,67.5,,04/09/21
67.5,67.2,67.5,67.5,,04/08/21
0,68.8,0,0,,04/07/21
70.3,70.3,70.3,70.3,,04/06/21
0,70.2,0,0,,04/05/21
0,70.2,0,0,,04/01/21
69.95,70.05,70.1,69.75,,03/31/21
70.45,70,70.45,69.8,,03/30/21
0,70.6,0,0,,03/29/21
0,70.9,0,0,,03/26/21
0,68.5,0,0,,03/25/21
0,68.5,0,0,,03/24/21
0,68.5,0,0,,03/23/21
0,68.5,0,0,,03/22/21
68.5,68.45,68.5,68.5,,03/19/21
0,68.1,0,0,,03/18/21
66.5,67.55,66.5,66.5,,03/17/21
66.4,66.3,66.5,66.4,,03/16/21
66,66.35,66.35,66,,03/15/21
65.85,66.05,66,65.85,,03/12/21
65.8,65.8,65.8,65.8,,03/11/21
66,65.8,66.25,66,,03/10/21
65.4,66,66,65.4,,03/09/21
65.5,65.5,65.5,65.5,,03/08/21
65.5,65.25,65.5,65.25,,03/05/21
66,65.2,66,65.7,,03/04/21
65.9,65.7,66.15,65.9,,03/03/21
65.7,66.15,66.3,65.7,,03/02/21
65.95,65.4,65.95,65.5,,03/01/21
0,65.25,0,0,,02/26/21
65.85,65.8,65.85,65.85,,02/25/21
65,65.7,65.7,65,,02/24/21
0,65.9,0,0,,02/23/21
66,65.95,66,66,,02/22/21
66,65.95,66,66,,02/19/21
0,65.55,0,0,,02/18/21
65.25,65.35,65.35,65.25,,02/17/21
65.25,65.6,65.5,65.2,,02/16/21
66.25,65.3,66.25,65.2,,02/15/21
67.25,67,67.45,67.2,,02/12/21
67.5,67.35,67.8,66.9,,02/11/21
68.15,68,68.5,68,,02/10/21
68.1,68.6,68.65,68.1,,02/09/21
67,68.25,68.25,67,,02/08/21
65.5,66.45,66.5,65.5,,02/05/21
64,65,64.9,64,,02/04/21
63.6,63.75,63.8,63.3,,02/03/21
65.7,65.4,66.5,63.5,,02/02/21
68,65.6,68,65.25,,02/01/21
0,69.4,0,0,,01/29/21
67.6,67.8,67.8,67.6,,01/28/21
67.75,67.7,67.75,67.75,,01/27/21
67.45,67.65,67.6,67.45,,01/26/21
67.4,67.45,67.4,67.4,,01/25/21
0,67.5,0,0,,01/22/21
67.5,67.55,67.55,67.5,,01/21/21
67.6,67.5,67.6,67.4,,01/20/21
67.5,67.5,67.5,67.3,,01/19/21
68,67.25,68.1,67.9,,01/18/21
68.9,68.6,68.9,68.6,,01/15/21
69.5,69.9,69.95,69.4,,01/14/21
69.5,70.15,70.1,69.5,,01/13/21
69.1,70.5,70.5,68.95,,01/12/21
68.55,68.5,68.55,68.4,,01/11/21
67.75,68.5,68.5,67.35,,01/08/21
66.5,66.6,66.6,65.75,,01/07/21
65.75,64.25,65.75,64.2,,01/06/21
68.5,64.9,68.75,65.9,,01/05/21
69.75,69.3,70.25,69.75,,01/04/21
0,69,0,0,,12/31/20
0,66.1,0,0,,12/24/20
0,66.05,0,0,,12/23/20
0,66.1,0,0,,12/22/20
0,66.1,0,0,,12/21/20
65.65,66,66,65.65,,12/18/20
0,65.65,0,0,,12/17/20
0,65.6,0,0,,12/16/20
0,65.8,0,0,,12/15/20
65.45,65.4,65.45,65.4,,12/14/20
65,65,65,65,,12/11/20
63.6,64,64,63.5,,12/10/20
0,63.3,0,0,,12/09/20
51,51.05,51.3,51,,11/09/20
50.75,50.8,50.75,50.75,,11/06/20
50.85,51.4,51.25,50.85,,11/05/20
50.8,50.85,50.85,50.8,,11/04/20
50.9,51.05,51.25,50.9,,11/03/20
50.7,50.9,51,50.7,,11/02/20
0,51.8,0,0,,10/30/20
56.25,56.1,56.25,56.25,,10/29/20
0,56.5,0,0,,10/28/20
56.25,56.55,56.6,56.25,,10/27/20
0,56.7,0,0,,10/26/20
56.7,56.7,56.9,56.7,,10/23/20
0,56.75,0,0,,10/22/20
56.5,56.5,56.5,56.5,,10/21/20
57.1,57.1,57.1,57.1,,10/20/20
57.1,57.1,57.1,57.1,,10/19/20
56.95,57,56.95,56.95,,10/16/20
56.5,56.8,57.05,56.4,,10/15/20
56.8,56.6,56.8,56.8,,10/14/20
56.5,56.5,56.5,56.5,,10/13/20
57.3,56.85,57.3,56.75,,10/12/20
57.45,57.6,57.5,57.45,,10/09/20
57.6,57.7,57.6,57.6,,10/08/20
57.4,57.65,57.4,57.4,,10/07/20
0,57.7,0,0,,10/06/20
57.25,57.7,57.4,57.25,,10/05/20
56.8,56.4,56.8,56.4,,10/02/20
57.65,57.35,57.7,57.6,,10/01/20
56.75,57.2,57.1,56.75,,09/30/20
56.9,57.05,57.3,56.9,,09/29/20
56.7,57.2,57.3,56.7,,09/28/20
0,55.95,0,0,,09/25/20
52.3,52.25,52.3,52.3,,09/24/20
52.15,52.15,52.15,52.15,,09/23/20
0,52.1,0,0,,09/22/20
52,52.1,52,52,,09/21/20
51.9,52,51.9,51.9,,09/18/20
52.1,51.9,52.1,52.05,,09/17/20
52.05,51.9,52.05,52.05,,09/16/20
0,51.8,0,0,,09/15/20
0,51.7,0,0,,09/14/20
51.5,51.7,51.5,51.5,,09/11/20
51.75,51.7,51.75,51.75,,09/10/20
51.5,51.2,51.75,51.5,,09/09/20
51,51.2,51,51,,09/08/20
0,51,0,0,,09/07/20
0,51.4,0,0,,09/04/20
51.5,51.5,51.5,51.5,,09/03/20
52,51.5,52,51.4,,09/02/20
52.5,52.7,52.8,52.25,,09/01/20
52.75,52.9,52.75,52.75,,08/31/20
0,52.2,0,0,,08/28/20
0,48.9,0,0,,08/27/20
0,48.95,0,0,,08/26/20
0,48.9,0,0,,08/25/20
0,48.8,0,0,,08/24/20
0,48.65,0,0,,08/21/20
0,48.9,0,0,,08/20/20
0,49.15,0,0,,08/19/20
0,49.35,0,0,,08/18/20
0,49.4,0,0,,08/17/20
50,49.25,50,49.3,,08/14/20
49.5,49.5,49.5,49.5,,08/13/20
49.75,49.7,49.8,49.75,,08/12/20
50.5,50.3,50.5,50.35,,08/11/20
50.85,50.55,50.9,50.85,,08/10/20
0,50.8,0,0,,08/07/20
0,50.2,0,0,,08/06/20
51.5,51.3,51.5,51,,08/05/20
51.75,51.6,51.75,51.6,,08/04/20
51.75,51.7,51.75,51.65,,08/03/20
0,51.9,0,0,,07/31/20
0,49.85,0,0,,07/30/20
0,49.7,0,0,,07/29/20
0,49.7,0,0,,07/28/20
0,49.5,0,0,,07/27/20
49.6,49.55,49.6,49.6,,07/24/20
49.4,49.6,49.4,49.4,,07/23/20
0,49.7,0,0,,07/22/20
0,49.6,0,0,,07/21/20
48.7,49.05,49,48.7,,07/20/20
0,49.25,0,0,,07/17/20
0,49,0,0,,07/16/20
0,49,0,0,,07/15/20
47.5,48.65,48,47.5,,07/14/20
48.95,48.8,48.95,48.95,,07/13/20
0,48.7,0,0,,07/10/20
49.5,49.3,49.5,49,,07/09/20
49.5,49.5,49.5,49.5,,07/08/20
50.5,50.65,50.5,50.5,,07/07/20
0,51.2,0,0,,07/06/20
50.5,50.9,50.5,50.5,,07/03/20
51.1,51.05,51.1,50.65,,07/02/20
49.8,49.95,50,49.8,,07/01/20
49.5,49.85,49.6,49.1,,06/30/20
49.9,50.05,50,49.9,,06/29/20
0,49.45,0,0,,06/26/20
0,45.25,0,0,,06/25/20
0,45.25,0,0,,06/24/20
45.25,44.85,45.25,45.25,,06/23/20
0,45.6,0,0,,06/22/20
0,45,0,0,,06/19/20
0,44.7,0,0,,06/18/20
0,44.6,0,0,,06/17/20
0,44.8,0,0,,06/16/20
44.8,45,44.8,44.8,,06/15/20
0,44.5,0,0,,06/12/20
44.4,44.35,44.4,44.4,,06/11/20
44.5,44.95,44.5,44.5,,06/10/20
45.6,45.6,45.6,45.3,,06/09/20
46.25,45.95,46.25,46.25,,06/08/20
0,46.2,0,0,,06/05/20
45.7,45.7,45.7,45.7,,06/04/20
46.3,46.6,46.3,46.3,,06/03/20
46,46.75,47,46,,06/02/20
42,44.85,44.5,42,,06/01/20
0,42.1,0,0,,05/29/20
0,38.8,0,0,,05/28/20
0,38.7,0,0,,05/27/20
0,38.6,0,0,,05/26/20
0,38.75,0,0,,05/25/20
38.65,38.65,38.65,38.55,,05/22/20
0,38.75,0,0,,05/21/20
38.85,38.8,38.85,38.65,,05/20/20
0,38.85,0,0,,05/19/20
38.75,38.85,38.95,38.75,,05/18/20
38.75,38.75,38.75,38.55,,05/15/20
0,39.1,0,0,,05/14/20
0,39.35,0,0,,05/13/20
0,39.7,0,0,,05/12/20
0,39.9,0,0,,05/11/20
0,40,0,0,,05/08/20
0,40.2,0,0,,05/07/20
40.15,40,40.15,40.15,,05/06/20
0,39.6,0,0,,05/05/20
39,39,39,39,,05/04/20
0,39.5,0,0,,05/01/20
0,39.85,0,0,,04/30/20
39,39,39,39,,04/29/20
0,38.45,0,0,,04/28/20
40,39.1,40,39.05,,04/27/20
0,41.1,0,0,,04/24/20
0,44.9,0,0,,04/23/20
0,45.15,0,0,,04/22/20
0,45.45,0,0,,04/21/20
0,45.55,0,0,,04/20/20
45.75,45.4,45.75,45.6,,04/17/20
0,45.5,0,0,,04/16/20
0,45.3,0,0,,04/15/20
45.75,45.75,45.75,45.75,,04/14/20
0,46.7,0,0,,04/13/20
46.85,46.8,46.85,46.85,,04/09/20
0,46.6,0,0,,04/08/20
46.5,47.05,46.5,46.5,,04/07/20
46.1,46.3,46.1,46.1,,04/06/20
46.95,46.1,46.95,46.9,,04/03/20
47.85,47.45,47.85,47.4,,04/02/20
48.1,48.1,48.1,48,,04/01/20
51,49.3,51,49.9,,03/31/20
51.8,50.75,51.8,50.75,,03/30/20
0,52.6,0,0,,03/27/20
0,47.95,0,0,,03/26/20
47.9,48.25,47.9,47.9,,03/25/20
47.7,47.65,47.85,47.7,,03/24/20
0,47.4,0,0,,03/23/20
47.4,47.5,47.45,47.4,,03/20/20
46.5,46.9,46.5,46.5,,03/19/20
0,47.8,0,0,,03/18/20
0,47.1,0,0,,03/17/20
0,46.5,0,0,,03/16/20
0,46.55,0,0,,03/13/20
46.3,45.8,46.3,46.3,,03/12/20
0,46.5,0,0,,03/11/20
0,46.4,0,0,,03/10/20
46.5,46.4,46.5,46.25,,03/09/20
47.1,47.4,47.25,47.1,,03/06/20
47.6,47.8,47.6,47.4,,03/05/20
46.75,47.3,47.2,46.75,,03/04/20
47.95,46.95,47.65,47,,03/03/20
0,46.85,0,0,,03/02/20
0,46.65,0,0,,02/28/20
0,47.9,0,0,,02/27/20
0,48,0,0,,02/26/20
0,48.15,0,0,,02/25/20
0,48,0,0,,02/24/20
0,48.3,0,0,,02/21/20
48.45,48.4,48.45,48.45,,02/20/20
0,49.3,0,0,,02/19/20
0,49.7,0,0,,02/18/20
50.4,50.55,50.4,50.4,,02/17/20
50.25,50.3,50.3,50.25,,02/14/20
49.7,49.9,50,49.7,,02/13/20
48.5,48.75,48.75,48.5,,02/12/20
0,48,0,0,,02/11/20
47.8,47.5,47.8,47.8,,02/10/20
48.65,48.2,48.65,48.15,,02/07/20
48.75,48.9,48.75,48.75,,02/06/20
49.25,49.45,50.05,49.25,,02/05/20
48,48.9,48.2,48,,02/04/20
47.8,47.7,47.8,47.4,,02/03/20
0,50.35,0,0,,01/31/20
0,50.45,0,0,,01/30/20
0,50.15,0,0,,01/29/20
50.4,50.35,50.4,50.4,,01/28/20
0,50.35,0,0,,01/27/20
0,50.25,0,0,,01/24/20
0,50.4,0,0,,01/23/20
50.35,50.25,50.35,50.35,,01/22/20
0,50.6,0,0,,01/21/20
0,49.75,0,0,,01/20/20
0,50.5,0,0,,01/17/20
51.25,51,51.25,51,,01/16/20
52,51.8,52,51.9,,01/15/20
52.5,52.2,52.5,52.5,,01/14/20
53.2,53.5,53.4,53.2,,01/13/20
52.65,52.9,53.2,52.65,,01/10/20
52.5,52.7,52.75,52.5,,01/09/20
0,52.5,0,0,,01/08/20
52.25,52.55,52.3,52.25,,01/07/20
0,52.65,0,0,,01/06/20
52.75,52.75,52.75,52.5,,01/03/20
0,52.1,0,0,,01/02/20
53.5,53,53.5,53.15,,12/31/19
52.65,52.75,52.65,52.65,,12/30/19
0,54.2,0,0,,12/27/19
0,53.2,0,0,,12/26/19
0,53.2,0,0,,12/24/19
52.75,53.4,52.75,52.75,,12/23/19
0,53.45,0,0,,12/20/19
0,53.35,0,0,,12/19/19
0,53.5,0,0,,12/18/19
0,53.5,0,0,,12/17/19
0,53.5,0,0,,12/16/19
53.7,53.6,53.7,53.7,,12/13/19
53.75,54,53.8,53.6,,12/12/19
53.5,53.5,53.5,53.5,,12/11/19
53.5,53.6,53.5,53.4,,12/10/19
53.8,54.2,53.8,53.8,,12/09/19
54.7,54.35,54.7,54.3,,12/06/19
55.7,55.2,55.7,55.2,,12/05/19
56.1,56,56.2,56.1,,12/04/19
56.75,56.4,56.75,56.4,,12/03/19
57.25,57.3,57.25,57.15,,12/02/19
0,58.65,0,0,,11/29/19
0,56.1,0,0,,11/28/19
0,55.85,0,0,,11/27/19
0,56.15,0,0,,11/26/19
0,55.9,0,0,,11/25/19
0,55.95,0,0,,11/22/19
56,56.05,56,56,,11/21/19
55.5,55.5,55.5,55.5,,11/20/19
0,55.35,0,0,,11/19/19
54.75,54.8,54.75,54.75,,11/18/19
0,55.85,0,0,,11/15/19
55.3,55.75,55.3,55.3,,11/14/19
55.3,55.3,55.3,55.3,,11/13/19
55.35,55.3,55.35,55.35,,11/12/19
55.45,55.2,55.45,55.3,,11/11/19
0,55.8,0,0,,11/08/19
56.1,56.2,56.15,56,,11/07/19
0,56.1,0,0,,11/06/19
56.9,56.9,56.9,56.9,,11/05/19
56.25,56.75,56.8,56.25,,11/04/19
0,56.95,0,0,,11/01/19
56.25,56.4,56.5,55.8,,10/31/19
57.25,56.2,57.25,56.15,,10/30/19
56.5,56.7,56.6,56.4,,10/29/19
56.4,56.4,56.4,56,,10/28/19
0,57.3,0,0,,10/25/19
0,59.9,0,0,,10/24/19
0,60.15,0,0,,10/23/19
0,60.15,0,0,,10/22/19
0,60.1,0,0,,10/21/19
0,60,0,0,,10/18/19
0,60.1,0,0,,10/17/19
0,60.25,0,0,,10/16/19
61,60.43,61,60.5,,10/15/19
60.75,60.92,60.75,60.7,,10/14/19
61,60.75,61,60.5,,10/11/19
60.7,60.7,60.7,60.7,,10/10/19
61.5,60.75,61.5,61,,10/09/19
60.25,61.3,61.2,60.25,,10/08/19
0,60.25,0,0,,10/07/19
0,59.65,0,0,,10/04/19
59.5,59.2,59.5,59.5,,10/03/19
59.8,59.4,59.8,59.8,,10/02/19
59.25,60,60,59.25,,10/01/19
59.8,60.9,60.5,59.5,,09/30/19
0,59.65,0,0,,09/27/19
0,60.9,0,0,,09/26/19
0,60.25,0,0,,09/25/19
0,61,0,0,,09/24/19
0,60.9,0,0,,09/23/19
0,61.25,0,0,,09/20/19
0,60.9,0,0,,09/19/19
0,61.05,0,0,,09/18/19
0,61.55,0,0,,09/17/19
61.75,61.75,61.75,61.75,,09/16/19
61.25,60.95,61.25,61.25,,09/13/19
0,60.75,0,0,,09/12/19
60.3,60.45,60.3,60.3,,09/11/19
60,60.65,60,60,,09/10/19
58.2,58.4,58.2,58.2,,09/09/19
57.5,57.65,57.5,57.5,,09/06/19
57.2,57.4,57.2,57.2,,09/05/19
57.1,56.75,57.35,56.8,,09/04/19
55.4,56.95,57,55.4,,09/03/19
53.95,55.3,55.4,53.75,,09/02/19
0,54.75,0,0,,08/30/19
0,54.7,0,0,,08/29/19
0,54.8,0,0,,08/28/19
0,54.95,0,0,,08/27/19
0,54.9,0,0,,08/26/19
0,54.9,0,0,,08/23/19
0,55.1,0,0,,08/22/19
0,55.35,0,0,,08/21/19
0,55.65,0,0,,08/20/19
0,55.8,0,0,,08/19/19
0,55.9,0,0,,08/16/19
0,56,0,0,,08/15/19
0,56.1,0,0,,08/14/19
0,56.4,0,0,,08/13/19
0,56.3,0,0,,08/12/19
0,56.25,0,0,,08/09/19
0,56.5,0,0,,08/08/19
56,56.15,56,56,,08/07/19
56.7,56.1,56.75,55.75,,08/06/19
57.5,57.05,57.5,57,,08/05/19
58.15,58.15,58.5,58,,08/02/19
58,58.55,58.3,58,,08/01/19
58.25,57.9,58.7,57.8,,07/31/19
57.8,57.9,58,57.6,,07/30/19
59.5,58,59.5,58,,07/29/19
0,59.7,0,0,,07/26/19
0,58.1,0,0,,07/25/19
0,58.1,0,0,,07/24/19
0,58.1,0,0,,07/23/19
58.15,58.1,58.15,58.15,,07/22/19
0,58,0,0,,07/19/19
0,57.65,0,0,,07/18/19
0,57.8,0,0,,07/17/19
0,57.3,0,0,,07/16/19
0,57.75,0,0,,07/15/19
58.1,57.85,58.1,57.6,,07/12/19
0,58.5,0,0,,07/11/19
56.25,58.1,58.5,56.25,,07/10/19
56.3,56.4,56.6,56.3,,07/09/19
57,57.05,57.55,56.6,,07/08/19
55,56.3,56.2,55,,07/05/19
52.9,55.3,54,52.9,,07/04/19
52,52.8,52.75,52,,07/03/19
51.6,51.45,51.85,51.25,,07/02/19
50.75,50.55,50.9,50.4,,07/01/19
0,49.6,0,0,,06/28/19
0,48.9,0,0,,06/27/19
0,48.9,0,0,,06/26/19
0,48.95,0,0,,06/25/19
0,48.95,0,0,,06/24/19
0,49,0,0,,06/21/19
0,48.95,0,0,,06/20/19
0,48.7,0,0,,06/19/19
0,48.65,0,0,,06/18/19
50,49.35,50,49,,06/17/19
0,50,0,0,,06/14/19
0,50.25,0,0,,06/13/19
0,50.5,0,0,,06/12/19
51.75,51.05,51.75,51,,06/11/19
53,53,53,53,,06/10/19
52,52.35,52.4,52,,06/07/19
51,51.85,51.1,51,,06/06/19
52,51.6,52,51.6,,06/05/19
51.95,52.3,51.95,51.45,,06/04/19
51.75,51.55,51.9,51.4,,06/03/19
0,52.9,0,0,,05/31/19
0,56.8,0,0,,05/30/19
0,56.9,0,0,,05/29/19
0,57.05,0,0,,05/28/19
0,57.5,0,0,,05/27/19
57.75,57.5,57.75,57.75,,05/24/19
57.75,57.8,57.75,57.75,,05/23/19
58,58,58,57.9,,05/22/19
0,58.2,0,0,,05/21/19
0,58.3,0,0,,05/20/19
58.35,58.4,58.35,58.35,,05/17/19
0,58.5,0,0,,05/16/19
58.6,58.95,58.6,58.6,,05/15/19
59.25,59.25,59.25,59.25,,05/14/19
58.75,58.7,58.75,58.5,,05/13/19
59,59.15,59,59,,05/10/19
59.65,59.35,59.65,59.3,,05/09/19
60.25,60.45,60.4,60,,05/08/19
60,59.6,60,60,,05/07/19
0,60.5,0,0,,05/06/19
0,60.9,0,0,,05/03/19
59,59.15,59,59,,05/02/19
58.75,58.35,59,57.9,,05/01/19
58.5,59.05,59.2,58.25,,04/30/19
59.5,58.85,59.55,58.9,,04/29/19
0,59.4,0,0,,04/26/19
0,59.35,0,0,,04/25/19
0,59.35,0,0,,04/24/19
0,59.65,0,0,,04/23/19
0,59.4,0,0,,04/22/19
0,59.4,0,0,,04/18/19
0,59.6,0,0,,04/17/19
0,59.6,0,0,,04/16/19
59.4,59.4,59.4,59.4,,04/15/19
0,60.15,0,0,,04/12/19
0,59.8,0,0,,04/11/19
60,59.8,60,59,,04/10/19
0,59.05,0,0,,04/09/19
0,58.7,0,0,,04/08/19
0,56.25,0,0,,04/05/19
55,56.05,55.25,55,,04/04/19
56,54.8,56,54,,04/03/19
56,56.4,56.75,56,,04/02/19
61,58.75,61,58.5,,04/01/19
0,61.95,0,0,,03/29/19
0,70.45,0,0,,03/28/19
0,70.6,0,0,,03/27/19
0,70.7,0,0,,03/26/19
0,70.7,0,0,,03/25/19
0,70.85,0,0,,03/22/19
0,70.95,0,0,,03/21/19
71.1,71.2,71.1,70.95,,03/20/19
0,71.25,0,0,,03/19/19
71.15,71.45,71.5,71.15,,03/18/19
0,71.4,0,0,,03/15/19
0,71.95,0,0,,03/14/19
71.5,71.8,71.5,71.5,,03/13/19
0,72.65,0,0,,03/12/19
72.75,72.3,72.75,72.55,,03/11/19
72.8,72.35,72.8,72.35,,03/08/19
73,73.15,73.15,73,,03/07/19
74.5,73.45,74.5,73.5,,03/06/19
0,74.5,0,0,,03/05/19
75.1,75.1,75.1,75.1,,03/04/19
74.9,74.6,74.9,74.75,,03/01/19
0,75.05,0,0,,02/28/19
74.5,75.05,75.1,74.4,,02/27/19
75,74.05,75,74,,02/26/19
72.75,73.25,73.25,72.75,,02/25/19
0,73.05,0,0,,02/22/19
0,74.25,0,0,,02/21/19
0,74.35,0,0,,02/20/19
74,74.05,74,74,,02/19/19
0,74.1,0,0,,02/18/19
74,74.1,74,73.9,,02/15/19
73.9,73.75,74,73.8,,02/14/19
73.6,74.1,73.9,73.6,,02/13/19
73.3,73.15,73.3,73.1,,02/12/19
73.7,73.6,73.7,73.55,,02/11/19
0,74.1,0,0,,02/08/19
75.45,75.2,75.45,75.45,,02/07/19
75.6,76.05,75.6,75.6,,02/06/19
75.85,75.7,76.6,75.5,,02/05/19
76,76.3,76.1,75.6,,02/04/19
78.75,77.75,78.75,77.75,,02/01/19
78.9,79.05,79.35,78.5,,01/31/19
80,79.85,80,79.75,,01/30/19
78.6,79.75,79.2,78.3,,01/29/19
79.85,79,79.85,78.8,,01/28/19
0,79.75,0,0,,01/25/19
0,81.85,0,0,,01/24/19
0,81.95,0,0,,01/23/19
0,82,0,0,,01/22/19
0,82.3,0,0,,01/21/19
83.35,83.2,83.35,83.35,,01/18/19
0,83.4,0,0,,01/17/19
82.5,82.95,83.05,82.5,,01/16/19
82.25,82.5,82.4,82.25,,01/15/19
82,82,82.05,82,,01/14/19
82.5,82.55,82.5,82.5,,01/11/19
82,82.15,82,82,,01/10/19
82.1,82.05,82.1,82.1,,01/09/19
0,82.05,0,0,,01/08/19
83,81.5,83,81.9,,01/07/19
83.35,83.45,83.5,83.35,,01/04/19
84,83.75,84,83.5,,01/03/19
0,85.45,0,0,,01/02/19
0,86.7,0,0,,12/31/18
0,86.05,0,0,,12/28/18
0,87.25,0,0,,12/27/18
0,87.5,0,0,,12/26/18
0,88,0,0,,12/24/18
0,88,0,0,,12/21/18
0,88.55,0,0,,12/20/18
0,88.25,0,0,,12/19/18
0,88.4,0,0,,12/18/18
0,88.6,0,0,,12/17/18
88,88.5,88.4,88,,12/14/18
87.75,87.9,87.85,87.7,,12/13/18
87.5,87.7,87.75,87.5,,12/12/18
87.1,86.95,87.1,86.7,,12/11/18
86.25,86.55,86.45,86.25,,12/10/18
86,86.55,86,86,,12/07/18
86,86.4,86.25,86,,12/06/18
85.25,86.05,85.5,85.25,,12/05/18
85,85.8,85.75,85,,12/04/18
86.5,86,86.85,86.2,,12/03/18
0,86.2,0,0,,11/30/18
0,88.6,0,0,,11/29/18
0,88.6,0,0,,11/28/18
0,88.6,0,0,,11/27/18
0,88.55,0,0,,11/26/18
0,88.25,0,0,,11/23/18
0,88.6,0,0,,11/22/18
0,87.8,0,0,,11/21/18
0,88.05,0,0,,11/20/18
88.55,88.75,88.75,88.55,,11/19/18
89.75,89.1,89.75,89.75,,11/16/18
89.75,89.95,89.75,89.25,,11/15/18
90,90.5,90,90,,11/14/18
0,91.45,0,0,,11/13/18
0,92.8,0,0,,11/12/18
0,91.7,0,0,,11/09/18
94,92.3,94,93,,11/08/18
93.5,94,93.5,93.5,,11/07/18
93.5,93.25,93.5,93.15,,11/06/18
95.5,94.7,95.5,95,,11/05/18
96.25,96.1,96.25,96,,11/02/18
96.2,95.35,96.2,95,,11/01/18
0,97.55,0,0,,10/31/18
99.65,98.7,99.7,98.25,,10/30/18
99.5,99.2,99.5,99.5,,10/29/18
0,98.85,0,0,,10/26/18
0,100.4,0,0,,10/25/18
0,100.35,0,0,,10/24/18
0,100.4,0,0,,10/23/18
0,100.35,0,0,,10/22/18
0,100.5,0,0,,10/19/18
0,99.7,0,0,,10/18/18
0,99.3,0,0,,10/17/18
99,99.05,99,99,,10/16/18
0,99.1,0,0,,10/15/18
0,99.1,0,0,,10/12/18
99,99.1,99,99,,10/11/18
0,99.9,0,0,,10/10/18
0,100.8,0,0,,10/09/18
