system:index,20230101_20230101,20230102_20230102,20230103_20230103,20230104_20230104,20230105_20230105,20230106_20230106,20230107_20230107,20230108_20230108,20230109_20230109,20230110_20230110,20230111_20230111,20230112_20230112,20230113_20230113,20230114_20230114,20230115_20230115,20230116_20230116,20230117_20230117,20230118_20230118,20230119_20230119,20230120_20230120,20230121_20230121,20230122_20230122,20230123_20230123,20230124_20230124,20230125_20230125,20230126_20230126,20230127_20230127,20230128_20230128,20230129_20230129,20230130_20230130,20230131_20230131,20230201_20230201,20230202_20230202,20230203_20230203,20230204_20230204,20230205_20230205,20230206_20230206,20230207_20230207,20230208_20230208,20230209_20230209,20230210_20230210,20230211_20230211,20230212_20230212,20230213_20230213,20230214_20230214,20230215_20230215,20230216_20230216,20230217_20230217,20230218_20230218,20230219_20230219,20230220_20230220,20230221_20230221,20230222_20230222,20230223_20230223,20230224_20230224,20230225_20230225,20230226_20230226,20230227_20230227,20230228_20230228,20230301_20230301,20230302_20230302,20230303_20230303,20230304_20230304,20230305_20230305,20230306_20230306,20230307_20230307,20230308_20230308,20230309_20230309,20230310_20230310,20230311_20230311,20230312_20230312,20230313_20230313,20230314_20230314,20230315_20230315,20230316_20230316,20230317_20230317,20230318_20230318,20230319_20230319,20230320_20230320,20230321_20230321,20230322_20230322,20230323_20230323,20230324_20230324,20230325_20230325,20230326_20230326,20230327_20230327,20230328_20230328,20230329_20230329,20230330_20230330,20230331_20230331,20230401_20230401,20230402_20230402,20230403_20230403,20230404_20230404,20230405_20230405,20230406_20230406,20230407_20230407,20230408_20230408,20230409_20230409,20230410_20230410,20230411_20230411,20230412_20230412,20230413_20230413,20230414_20230414,20230415_20230415,20230416_20230416,20230417_20230417,20230418_20230418,20230419_20230419,20230420_20230420,20230421_20230421,20230422_20230422,20230423_20230423,20230424_20230424,20230425_20230425,20230426_20230426,20230427_20230427,20230428_20230428,20230429_20230429,20230430_20230430,20230501_20230501,20230502_20230502,20230503_20230503,20230504_20230504,20230505_20230505,20230506_20230506,20230507_20230507,20230508_20230508,20230509_20230509,20230510_20230510,20230511_20230511,20230512_20230512,20230513_20230513,20230514_20230514,20230515_20230515,20230516_20230516,20230517_20230517,20230518_20230518,20230519_20230519,20230520_20230520,20230521_20230521,20230522_20230522,20230523_20230523,20230524_20230524,20230525_20230525,20230526_20230526,20230527_20230527,20230528_20230528,20230529_20230529,20230530_20230530,20230531_20230531,20230601_20230601,20230602_20230602,20230603_20230603,20230604_20230604,20230605_20230605,20230606_20230606,20230607_20230607,20230608_20230608,20230609_20230609,20230610_20230610,20230611_20230611,20230612_20230612,20230613_20230613,20230614_20230614,20230615_20230615,20230616_20230616,20230617_20230617,20230618_20230618,20230619_20230619,20230620_20230620,20230621_20230621,20230622_20230622,20230623_20230623,20230624_20230624,20230625_20230625,20230626_20230626,20230627_20230627,20230628_20230628,20230629_20230629,20230630_20230630,.geo
0,1917025.861971412,385472.30739638023,1.1565543795084126E7,3805244.7485811417,677447.5526787227,1500035.5729384464,129506.56248435844,373415.123042989,1244275.1203520598,113902.06466927938,335152.6442281799,5892171.463708388,5730080.289392123,112883.39264650655,1799.9809700394887,1145926.0770851853,2590911.6836922355,433252.6900870666,1.0291995589449136E7,1950764.5708794217,87555.52347258155,3192481.615518243,3825846.2984535396,22539.63989696659,8435898.175845042,4421023.5993134305,334568.34311425244,419384.74678938364,2051315.2515409177,1016758.6730104549,1740202.2751226937,1093417.2842363564,176475.03184168428,168245.1242628569,4834.417643434179,64146.09902922639,133084.26011085286,330400.4559155247,343007.2413932653,5367530.89465393,187952.4805631381,21743.598333613107,3552467.9302974744,2157177.096497731,88118.58877370591,950232.9466173907,6232357.9654875025,6542114.578568099,4197.7444024846955,14438.787754386962,251185.7203289537,1690227.9246318869,6728501.492002627,1948494.413023936,65669.99026910911,1076952.8718078027,12960.534775478352,6728066.905364285,4383157.267016732,762898.6347413815,1970993.3064883337,8322657.315806907,7464718.19726642,67558.82204799465,1579877.0798399132,1044386.349286538,5961.609468710257,261411.33981939233,4156469.776968006,1979053.3863932174,1747710.5639929413,2843968.658981143,1227955.1512661627,27900.922232811703,306117.8352662465,3324103.9238613658,865410.8698756872,50372.600246577276,29848.312344601436,19536.299985079168,985332.7081928928,5841590.9753733445,6790583.1494310405,9987813.349670967,828418.0447383357,2192277.2258726563,231555.91587942824,653730.9453111931,64713.51931812761,5123342.017237425,7312139.157464938,171839.76453217593,477413.55010285083,1666565.5303531797,4231331.606628994,2254584.811461456,1635676.2990784063,236047.6809585962,119996.98227993076,635.9030906157922,2257.013159535735,3.495086109731919,458.4996185833493,377422.2263766859,3080963.2515838896,3398057.436023007,1613669.899380622,186117.4506536408,84959.9699310068,604280.9682200367,846830.3969110174,6963677.862269947,4634936.7868681215,414877.3908789694,523625.18680138624,637272.7867305158,1173721.2198576778,1.1339691861114923E7,7357668.684391135,1.2066539202616766E7,5860937.881003357,2874516.8607105156,1638676.8152127033,824528.6130413436,175974.8562133464,975950.8597078671,3915831.4180352655,2272905.0152810775,1481287.468550575,16531.74353008437,35900.983355211836,2222731.33431799,4510470.759413637,644178.3903493639,144897.11786306452,1090167.116775201,1182582.092307136,5621.818405672798,577340.7430755012,3866459.963837446,609172.8531834366,7979.738215152295,8374.354050055656,54119.72727441228,47724.75090116353,5152.889767396446,100473.77232785814,1057652.3157240406,1798439.603525341,403364.4162625807,218055.1329861744,197796.83377060277,11034.987985345162,342032.20104260545,173993.07909833128,7923.86260495448,429450.48954913334,277727.8038496156,413947.3997337585,278547.3501578832,43451.322115400224,2795862.556448663,6846793.525943517,2929375.1270224536,4657897.6898008855,285845.1887019028,3621163.4312655316,120900.14508791405,12895.781234468495,1168644.2831798233,1542263.004467046,3162334.104332823,3010858.0799166537,7946912.993391165,3986825.163893512,3002558.6625756007,6872129.500234678,7027968.239409231,567813.8064446652,412690.2275971054,2030956.6108114696,"{""type"":""MultiPoint"",""coordinates"":[]}"
