date,hashrate,ehashrate,btcreward,,,
2014-09-23,241703.5845,0.241703584,25,,,
2014-09-22,232806.52,0.23280652,25,,,
2014-09-21,232806.52,0.23280652,25,,,
2014-09-20,259497.7134,0.259497713,25,,,
2014-09-19,240220.7404,0.24022074,25,,,
2014-09-18,240220.7404,0.24022074,25,,,
2014-09-17,274326.1542,0.274326154,25,,,
2014-09-16,250600.6489,0.250600649,25,,,
2014-09-15,250600.6489,0.250600649,25,,,
2014-09-14,219460.9233,0.219460923,25,,,
2014-09-13,241336.7809,0.241336781,25,,,
2014-09-12,241336.7809,0.241336781,25,,,
2014-09-11,219521.0267,0.219521027,25,,,
2014-09-10,212703.6035,0.212703603,25,,,
2014-09-09,212703.6035,0.212703603,25,,,
2014-09-08,179979.9722,0.179979972,25,,,
2014-09-07,223611.4806,0.223611481,25,,,
2014-09-06,223611.4806,0.223611481,25,,,
2014-09-05,229065.4191,0.229065419,25,,,
2014-09-04,227701.9345,0.227701934,25,,,
2014-09-03,227701.9345,0.227701935,25,,,
2014-09-02,216794.0574,0.216794057,25,,,
2014-09-01,204522.6957,0.204522696,25,,,
2014-08-31,204522.6957,0.204522696,25,,,
2014-08-30,231138.3705,0.23113837,25,,,
2014-08-29,196763.9462,0.196763946,25,,,
2014-08-28,196763.9462,0.196763946,25,,,
2014-08-27,214543.8208,0.214543821,25,,,
2014-08-26,196763.9462,0.196763946,25,,,
2014-08-25,196763.9462,0.196763946,25,,,
2014-08-24,158833.5469,0.158833547,25,,,
2014-08-23,186096.0214,0.186096021,25,,,
2014-08-22,186096.0214,0.186096021,25,,,
2014-08-21,190837.3213,0.190837321,25,,,
2014-08-20,187281.3463,0.187281346,25,,,
2014-08-19,187281.3463,0.187281346,25,,,
2014-08-18,202037.8,0.2020378,25,,,
2014-08-17,161826.3932,0.161826393,25,,,
2014-08-16,161826.3932,0.161826393,25,,,
2014-08-15,167710.9893,0.167710989,25,,,
2014-08-14,166730.2233,0.166730223,25,,,
2014-08-13,166730.2233,0.166730223,25,,,
2014-08-12,153980.265,0.153980265,25,,,
2014-08-11,178499.4155,0.178499416,25,,,
2014-08-10,178499.4155,0.178499416,25,,,
2014-08-09,175557.1175,0.175557117,25,,,
2014-08-08,157903.3291,0.157903329,25,,,
2014-08-07,157903.3291,0.157903329,25,,,
2014-08-06,146228.7892,0.146228789,25,,,
2014-08-05,122943.9502,0.12294395,25,,,
2014-08-04,122943.9502,0.12294395,25,,,
2014-08-03,125738.1308,0.125738131,25,,,
2014-08-02,157405.5119,0.157405512,25,,,
2014-08-01,157405.5119,0.157405512,25,,,
2014-07-31,142503.215,0.142503215,25,,,
2014-07-30,162993.8733,0.162993873,25,,,
2014-07-29,162993.8733,0.162993873,25,,,
2014-07-28,138777.6407,0.138777641,25,,,
2014-07-27,149954.3634,0.149954363,25,,,
2014-07-26,149954.3634,0.149954363,25,,,
2014-07-25,130395.0986,0.130395099,25,,,
2014-07-24,128407.1557,0.128407156,25,,,
2014-07-23,128407.1557,0.128407156,25,,,
2014-07-22,125821.7767,0.125821777,25,,,
2014-07-21,128407.1557,0.128407156,25,,,
2014-07-20,128407.1557,0.128407156,25,,,
2014-07-19,146504.8085,0.146504809,25,,,
2014-07-18,137025.0856,0.137025086,25,,,
2014-07-17,137025.0856,0.137025086,25,,,
2014-07-16,147366.6015,0.147366602,25,,,
2014-07-15,118927.4328,0.118927433,25,,,
2014-07-14,118927.4328,0.118927433,25,,,
2014-07-13,124959.9838,0.124959984,25,,,
2014-07-12,137948.2912,0.137948291,25,,,
2014-07-11,137948.2912,0.137948291,25,,,
2014-07-10,125407.5374,0.125407537,25,,,
2014-07-09,132931.9897,0.13293199,25,,,
2014-07-08,132931.9897,0.13293199,25,,,
2014-07-07,135440.1404,0.13544014,25,,,
2014-07-06,124571.4872,0.124571487,25,,,
2014-07-05,124571.4872,0.124571487,25,,,
2014-07-04,127079.6379,0.127079638,25,,,
2014-07-03,111194.6832,0.111194683,25,,,
2014-07-02,111194.6832,0.111194683,25,,,
2014-07-01,116210.9847,0.116210985,25,,,
2014-06-30,104506.2812,0.104506281,25,,,
2014-06-29,104506.2812,0.104506281,25,,,
2014-06-28,145472.7434,0.145472743,25,,,
2014-06-27,125145.7271,0.125145727,25,,,
2014-06-26,125145.7271,0.125145727,25,,,
2014-06-25,114438.0713,0.114438071,25,,,
2014-06-24,132507.2405,0.132507241,25,,,
2014-06-23,132507.2405,0.132507241,25,,,
2014-06-22,105738.101,0.105738101,25,,,
2014-06-21,126484.1841,0.126484184,25,,,
2014-06-20,126484.1841,0.126484184,25,,,
2014-06-19,123807.2702,0.12380727,25,,,
2014-06-18,113768.8429,0.113768843,25,,,
2014-06-17,113768.8429,0.113768843,25,,,
2014-06-16,104027.0031,0.104027003,25,,,
2014-06-15,108702.374,0.108702374,25,,,
2014-06-14,108702.374,0.108702374,25,,,
2014-06-13,102858.1604,0.10285816,25,,,
2014-06-12,90585.31168,0.090585312,25,,,
2014-06-11,90585.31168,0.090585312,25,,,
2014-06-10,85325.51939,0.085325519,25,,,
2014-06-09,79481.30574,0.079481306,25,,,
2014-06-08,79481.30574,0.079481306,25,,,
2014-06-07,87663.20486,0.087663205,25,,,
2014-06-06,86494.36212,0.086494362,25,,,
2014-06-05,86494.36212,0.086494362,25,,,
2014-06-04,75364.71675,0.075364717,25,,,
2014-06-03,97714.25344,0.097714253,25,,,
2014-06-02,97714.25344,0.097714253,25,,,
2014-06-01,93036.44344,0.093036443,25,,,
2014-05-31,79003.01342,0.079003013,25,,,
2014-05-30,79003.01342,0.079003013,25,,,
2014-05-29,84720.33676,0.084720337,25,,,
2014-05-28,91996.9301,0.09199693,25,,,
2014-05-27,91996.9301,0.09199693,25,,,
2014-05-26,67048.61008,0.06704861,25,,,
2014-05-25,78483.25676,0.078483257,25,,,
2014-05-24,78483.25676,0.078483257,25,,,
2014-05-23,87319.1201,0.08731912,25,,,
2014-05-22,73497.65388,0.073497654,25,,,
2014-05-21,73497.65388,0.073497654,25,,,
2014-05-20,78338.81671,0.078338817,25,,,
2014-05-19,77898.711,0.077898711,25,,,
2014-05-18,77898.711,0.077898711,25,,,
2014-05-17,67776.27963,0.06777628,25,,,
2014-05-16,80099.23956,0.08009924,25,,,
2014-05-15,80099.23956,0.08009924,25,,,
2014-05-14,73057.54817,0.073057548,25,,,
2014-05-13,74817.97102,0.074817971,25,,,
2014-05-12,74817.97102,0.074817971,25,,,
2014-05-11,69096.59676,0.069096597,25,,,
2014-05-10,70397.41547,0.070397415,25,,,
2014-05-09,70397.41547,0.070397415,25,,,
2014-05-08,66022.43485,0.066022435,25,,,
2014-05-07,64829.25832,0.064829258,25,,,
2014-05-06,64829.25832,0.064829258,25,,,
2014-05-05,73976.94507,0.073976945,25,,,
2014-05-04,60454.27769,0.060454278,25,,,
2014-05-03,60454.2777,0.060454278,25,,,
2014-05-02,57272.47361,0.057272474,25,,,
2014-05-01,66817.88587,0.066817886,25,,,
2014-04-30,66817.88587,0.066817886,25,,,
2014-04-29,58067.92463,0.058067925,25,,,
2014-04-28,57588.74487,0.057588745,25,,,
2014-04-27,57588.74487,0.057588745,25,,,
2014-04-26,57935.66502,0.057935665,25,,,
2014-04-25,56894.90457,0.056894905,25,,,
2014-04-24,56894.90457,0.056894905,25,,,
2014-04-23,50997.26202,0.050997262,25,,,
2014-04-22,53425.70307,0.053425703,25,,,
2014-04-21,53425.70307,0.053425703,25,,,
2014-04-20,61404.86652,0.061404867,25,,,
2014-04-19,56547.98442,0.056547984,25,,,
2014-04-18,56547.98442,0.056547984,25,,,
2014-04-17,54119.54337,0.054119543,25,,,
2014-04-16,45327.77186,0.045327772,25,,,
2014-04-15,45327.77186,0.045327772,25,,,
2014-04-14,59321.58062,0.059321581,25,,,
2014-04-13,60538.43356,0.060538434,25,,,
2014-04-12,60538.43356,0.060538434,25,,,
2014-04-11,48674.11743,0.048674117,25,,,
2014-04-10,53237.31594,0.053237316,25,,,
2014-04-09,53237.31594,0.053237316,25,,,
2014-04-08,44110.91892,0.044110919,25,,,
2014-04-07,44415.13216,0.044415132,25,,,
2014-04-06,44415.13216,0.044415132,25,,,
2014-04-05,43198.27922,0.043198279,25,,,
2014-04-04,50027.37037,0.05002737,25,,,
2014-04-03,50027.37037,0.05002737,25,,,
2014-04-02,51769.6171,0.051769617,25,,,
2014-04-01,44551.73779,0.044551738,25,,,
2014-03-31,44551.73779,0.044551738,25,,,
2014-03-30,41813.9215,0.041813922,25,,,
2014-03-29,42560.59867,0.042560599,25,,,
2014-03-28,42560.59867,0.042560599,25,,,
2014-03-27,45547.30735,0.045547307,25,,,
2014-03-26,39324.9976,0.039324998,25,,,
2014-03-25,39324.9976,0.039324998,25,,,
2014-03-24,37582.75087,0.037582751,25,,,
2014-03-23,43312.29315,0.043312293,25,,,
2014-03-22,43312.29315,0.043312293,25,,,
2014-03-21,37185.18827,0.037185188,25,,,
2014-03-20,35283.67296,0.035283673,25,,,
2014-03-19,35283.67296,0.035283673,25,,,
2014-03-18,32748.31921,0.032748319,25,,,
2014-03-17,37607.74722,0.037607747,25,,,
2014-03-16,37607.74722,0.037607747,25,,,
2014-03-15,33382.15765,0.033382158,25,,,
2014-03-14,29367.84755,0.029367848,25,,,
2014-03-13,29367.84755,0.029367848,25,,,
2014-03-12,35706.23191,0.035706232,25,,,
2014-03-11,31866.35069,0.031866351,25,,,
2014-03-10,31866.35069,0.031866351,25,,,
2014-03-09,31297.30871,0.031297309,25,,,
2014-03-08,33194.1153,0.033194115,25,,,
2014-03-07,33194.1153,0.033194115,25,,,
2014-03-06,31676.67003,0.03167667,25,,,
2014-03-05,30538.58608,0.030538586,25,,,
2014-03-04,30538.58608,0.030538586,25,,,
2014-03-03,26365.61158,0.026365612,25,,,
2014-03-02,28262.41817,0.028262418,25,,,
2014-03-01,28262.41817,0.028262418,25,,,
2014-02-28,28072.73751,0.028072738,25,,,
2014-02-27,28314.09059,0.028314091,25,,,
2014-02-26,28314.09059,0.028314091,25,,,
2014-02-25,28158.51867,0.028158519,25,,,
2014-02-24,28314.09059,0.028314091,25,,,
2014-02-23,28314.09059,0.028314091,25,,,
2014-02-22,28314.09059,0.028314091,25,,,
2014-02-21,26136.08362,0.026136084,25,,,
2014-02-20,26136.08362,0.026136084,25,,,
2014-02-19,26602.7994,0.026602799,25,,,
2014-02-18,25980.5117,0.025980512,25,,,
2014-02-17,25980.5117,0.025980512,25,,,
2014-02-16,25824.93977,0.02582494,25,,,
2014-02-15,23455.92999,0.02345593,25,,,
2014-02-14,23455.92999,0.02345593,25,,,
2014-02-13,24889.34793,0.024889348,25,,,
2014-02-12,21761.8906,0.021761891,25,,,
2014-02-11,21761.8906,0.021761891,25,,,
2014-02-10,21761.8906,0.021761891,25,,,
2014-02-09,19676.91905,0.019676919,25,,,
2014-02-08,19676.91905,0.019676919,25,,,
2014-02-07,22804.37638,0.022804376,25,,,
2014-02-06,21761.8906,0.021761891,25,,,
2014-02-05,21761.8906,0.021761891,25,,,
2014-02-04,22283.13349,0.022283133,25,,,
2014-02-03,21157.01322,0.021157013,25,,,
2014-02-02,21157.01322,0.021157013,25,,,
2014-02-01,19412.10491,0.019412105,25,,,
2014-01-31,20066.44552,0.020066446,25,,,
2014-01-30,20066.44552,0.020066446,25,,,
2014-01-29,17449.08306,0.017449083,25,,,
2014-01-28,18103.42368,0.018103424,25,,,
2014-01-27,18103.42368,0.018103424,25,,,
2014-01-26,17558.13983,0.01755814,25,,,
2014-01-25,16903.79922,0.016903799,25,,,
2014-01-24,16903.79922,0.016903799,25,,,
2014-01-23,21375.12675,0.021375127,25,,,
2014-01-22,16902.18368,0.016902184,25,,,
2014-01-21,16902.18368,0.016902184,25,,,
2014-01-20,15300.92417,0.015300924,25,,,
2014-01-19,16368.43051,0.016368431,25,,,
2014-01-18,16368.43051,0.016368431,25,,,
2014-01-17,14500.29442,0.014500294,25,,,
2014-01-16,17791.77229,0.017791772,25,,,
2014-01-15,17791.77229,0.017791772,25,,,
2014-01-14,15211.96531,0.015211965,25,,,
2014-01-13,18058.64887,0.018058649,25,,,
2014-01-12,18058.64887,0.018058649,25,,,
2014-01-11,13397.4876,0.013397488,25,,,
2014-01-10,14243.64471,0.014243645,25,,,
2014-01-09,14243.64471,0.014243645,25,,,
2014-01-08,12762.86976,0.01276287,25,,,
2014-01-07,13185.94832,0.013185948,25,,,
2014-01-06,13185.94832,0.013185948,25,,,
2014-01-05,12480.81739,0.012480817,25,,,
2014-01-04,10435.93771,0.010435938,25,,,
2014-01-03,10435.93771,0.010435938,25,,,
2014-01-02,11493.6341,0.011493634,25,,,
2014-01-01,11740.80209,0.011740802,25,,,
2013-12-31,11740.80209,0.011740802,25,,,
2013-12-30,9920.977766,0.009920978,25,,,
2013-12-29,8805.601567,0.008805602,25,,,
2013-12-28,8805.601567,0.008805602,25,,,
2013-12-27,9627.457714,0.009627458,25,,,
2013-12-26,10508.01787,0.010508018,25,,,
2013-12-25,10508.01787,0.010508018,25,,,
2013-12-24,10097.0898,0.01009709,25,,,
2013-12-23,9333.937661,0.009333938,25,,,
2013-12-22,9333.937661,0.009333938,25,,,
2013-12-21,9744.865734,0.009744866,25,,,
2013-12-20,9121.181991,0.009121182,25,,,
2013-12-19,9121.181991,0.009121182,25,,,
2013-12-18,9753.343119,0.009753343,25,,,
2013-12-17,8895.410159,0.00889541,25,,,
2013-12-16,8895.410159,0.00889541,25,,,
2013-12-15,8714.792694,0.008714793,25,,,
2013-12-14,9030.873258,0.009030873,25,,,
2013-12-13,9030.873258,0.009030873,25,,,
2013-12-12,7495.624804,0.007495625,25,,,
2013-12-11,7134.389874,0.00713439,25,,,
2013-12-10,7134.389874,0.00713439,25,,,
2013-12-09,9076.027624,0.009076028,25,,,
2013-12-08,6294.616711,0.006294617,25,,,
2013-12-07,6294.616711,0.006294617,25,,,
2013-12-06,6751.767646,0.006751768,25,,,
2013-12-05,6013.29306,0.006013293,25,,,
2013-12-04,6013.29306,0.006013293,25,,,
2013-12-03,6224.285799,0.006224286,25,,,
2013-12-02,5731.969408,0.005731969,25,,,
2013-12-01,5731.969408,0.005731969,25,,,
2013-11-30,6857.264015,0.006857264,25,,,
2013-11-29,6505.60945,0.006505609,25,,,
2013-11-28,6505.60945,0.006505609,25,,,
2013-11-27,5514.1538,0.005514154,25,,,
2013-11-26,4968.79793,0.004968798,25,,,
2013-11-25,4968.79793,0.004968798,25,,,
2013-11-24,5453.558703,0.005453559,25,,,
2013-11-23,4908.202833,0.004908203,25,,,
2013-11-22,4908.202833,0.004908203,25,,,
2013-11-21,5029.393026,0.005029393,25,,,
2013-11-20,4938.500381,0.0049385,25,,,
2013-11-19,4938.500381,0.0049385,25,,,
2013-11-18,4696.119995,0.00469612,25,,,
2013-11-17,5847.426832,0.005847427,25,,,
2013-11-16,5847.426832,0.005847427,25,,,
2013-11-15,4978.097188,0.004978097,25,,,
2013-11-14,4292.338902,0.004292339,25,,,
2013-11-13,4292.338902,0.004292339,25,,,
2013-11-12,4774.909547,0.00477491,25,,,
2013-11-11,4952.698733,0.004952699,25,,,
2013-11-10,4952.698733,0.004952699,25,,,
2013-11-09,4266.940446,0.00426694,25,,,
2013-11-08,3377.99452,0.003377995,25,,,
2013-11-07,3377.99452,0.003377995,25,,,
2013-11-06,3911.362076,0.003911362,25,,,
2013-11-05,3303.639825,0.00330364,25,,,
2013-11-04,3303.639825,0.00330364,25,,,
2013-11-03,3886.635088,0.003886635,25,,,
2013-11-02,4216.99907,0.004216999,25,,,
2013-11-01,4216.99907,0.004216999,25,,,
2013-10-31,3692.303334,0.003692303,25,,,
2013-10-30,3808.902386,0.003808902,25,,,
2013-10-29,3808.902386,0.003808902,25,,,
2013-10-28,3051.008544,0.003051009,25,,,
2013-10-27,3439.672053,0.003439672,25,,,
2013-10-26,3439.672053,0.003439672,25,,,
2013-10-25,3867.201912,0.003867202,25,,,
2013-10-24,2781.579453,0.002781579,25,,,
2013-10-23,2781.579453,0.002781579,25,,,
2013-10-22,2808.197439,0.002808197,25,,,
2013-10-21,2675.107513,0.002675108,25,,,
2013-10-20,2675.107513,0.002675108,25,,,
2013-10-19,2874.742402,0.002874742,25,,,
2013-10-18,2302.45572,0.002302456,25,,,
2013-10-17,2302.45572,0.002302456,25,,,
2013-10-16,2382.309675,0.00238231,25,,,
2013-10-15,2333.487041,0.002333487,25,,,
2013-10-14,2333.487041,0.002333487,25,,,
2013-10-13,2427.57926,0.002427579,25,,,
2013-10-12,1853.616722,0.001853617,25,,,
2013-10-11,1853.616722,0.001853617,25,,,
2013-10-10,1665.432283,0.001665432,25,,,
2013-10-09,1721.887615,0.001721888,25,,,
2013-10-08,1721.887615,0.001721888,25,,,
2013-10-07,1467.838622,0.001467839,25,,,
2013-10-06,1900.662831,0.001900663,25,,,
2013-10-05,1900.662831,0.001900663,25,,,
2013-10-04,1560.944778,0.001560945,25,,,
2013-10-03,1538.75125,0.001538751,25,,,
2013-10-02,1538.75125,0.001538751,25,,,
2013-10-01,1279.826761,0.001279827,25,,,
2013-09-30,1213.246178,0.001213246,25,,,
2013-09-29,1213.246178,0.001213246,25,,,
2013-09-28,1242.837548,0.001242838,25,,,
2013-09-27,1302.020289,0.00130202,25,,,
2013-09-26,1302.020289,0.00130202,25,,,
2013-09-25,1265.031076,0.001265031,25,,,
2013-09-24,1125.3579,0.001125358,25,,,
2013-09-23,1125.3579,0.001125358,25,,,
2013-09-22,1237.33381,0.001237334,25,,,
2013-09-21,1046.974763,0.001046975,25,,,
2013-09-20,1046.974763,0.001046975,25,,,
2013-09-19,1080.567536,0.001080568,25,,,
2013-09-18,845.4181239,0.000845418,25,,,
2013-09-17,845.4181239,0.000845418,25,,,
2013-09-16,990.9868074,0.000990987,25,,,
2013-09-15,1024.579581,0.00102458,25,,,
2013-09-14,1024.579581,0.00102458,25,,,
2013-09-13,933.4361707,0.000933436,25,,,
2013-09-12,898.8644606,0.000898864,25,,,
2013-09-11,898.8644607,0.000898864,25,,,
2013-09-10,868.6142144,0.000868614,25,,,
2013-09-09,834.0425044,0.000834043,25,,,
2013-09-08,834.0425044,0.000834043,25,,,
2013-09-07,643.8980992,0.000643898,25,,,
2013-09-06,821.0781131,0.000821078,25,,,
2013-09-05,821.0781131,0.000821078,25,,,
2013-09-04,704.3985918,0.000704399,25,,,
2013-09-03,604.6638454,0.000604664,25,,,
2013-09-02,604.6638454,0.000604664,25,,,
2013-09-01,768.0865063,0.000768087,25,,,
2013-08-31,702.7174419,0.000702717,25,,,
2013-08-30,702.7174419,0.000702717,25,,,
2013-08-29,634.0799243,0.00063408,25,,,
2013-08-28,545.8316874,0.000545832,25,,,
2013-08-27,545.8316874,0.000545832,25,,,
2013-08-26,562.1739535,0.000562174,25,,,
2013-08-25,467.3888102,0.000467389,25,,,
2013-08-24,467.3888102,0.000467389,25,,,
2013-08-23,607.9322986,0.000607932,25,,,
2013-08-22,525.365496,0.000525365,25,,,
2013-08-21,525.365496,0.000525365,25,,,
2013-08-20,520.3139047,0.000520314,25,,,
2013-08-19,449.5916264,0.000449592,25,,,
2013-08-18,449.5916264,0.000449592,25,,,
2013-08-17,497.5817439,0.000497582,25,,,
2013-08-16,434.4368525,0.000434437,25,,,
2013-08-15,434.4368525,0.000434437,25,,,
2013-08-14,421.8078742,0.000421808,25,,,
2013-08-13,484.9527656,0.000484953,25,,,
2013-08-12,484.9527656,0.000484953,25,,,
2013-08-11,425.6662275,0.000425666,25,,,
2013-08-10,369.9020929,0.000369902,25,,,
2013-08-09,369.9020929,0.000369902,25,,,
2013-08-08,386.6313333,0.000386631,25,,,
2013-08-07,327.1495897,0.00032715,25,,,
2013-08-06,327.1495897,0.00032715,25,,,
2013-08-05,351.314048,0.000351314,25,,,
2013-08-04,317.8555672,0.000317856,25,,,
2013-08-03,317.8555673,0.000317856,25,,,
2013-08-02,332.7260031,0.000332726,25,,,
2013-08-01,287.4515099,0.000287452,25,,,
2013-07-31,287.4515099,0.000287452,25,,,
2013-07-30,309.2045972,0.000309205,25,,,
2013-07-29,257.929463,0.000257929,25,,,
2013-07-28,257.929463,0.000257929,25,,,
2013-07-27,275.0211744,0.000275021,25,,,
2013-07-26,276.5749663,0.000276575,25,,,
2013-07-25,276.5749663,0.000276575,25,,,
2013-07-24,212.8694965,0.000212869,25,,,
2013-07-23,225.2998321,0.0002253,25,,,
2013-07-22,225.2998321,0.0002253,25,,,
2013-07-21,279.6825502,0.000279683,25,,,
2013-07-20,243.205394,0.000243205,25,,,
2013-07-19,243.205394,0.000243205,25,,,
2013-07-18,219.7952492,0.000219795,25,,,
2013-07-17,219.7952492,0.000219795,25,,,
2013-07-16,219.7952492,0.000219795,25,,,
2013-07-15,213.2924311,0.000213292,25,,,
2013-07-14,211.9918675,0.000211992,25,,,
2013-07-13,211.9918675,0.000211992,25,,,
2013-07-12,196.3851043,0.000196385,25,,,
2013-07-11,249.7082121,0.000249708,25,,,
2013-07-10,249.7082121,0.000249708,25,,,
2013-07-09,181.3600287,0.00018136,25,,,
2013-07-08,197.2688031,0.000197269,25,,,
2013-07-07,197.2688031,0.000197269,25,,,
2013-07-06,198.3293881,0.000198329,25,,,
2013-07-05,187.7235384,0.000187724,25,,,
2013-07-04,187.7235384,0.000187724,25,,,
2013-07-03,180.2994437,0.000180299,25,,,
2013-07-02,166.5118392,0.000166512,25,,,
2013-07-01,166.5118392,0.000166512,25,,,
2013-06-30,162.2694993,0.000162269,25,,,
2013-06-29,170.754179,0.000170754,25,,,
2013-06-28,170.754179,0.000170754,25,,,
2013-06-27,161.5084369,0.000161508,25,,,
2013-06-26,181.6969915,0.000181697,25,,,
2013-06-25,181.6969915,0.000181697,25,,,
2013-06-24,142.281242,0.000142281,25,,,
2013-06-23,169.1993148,0.000169199,25,,,
2013-06-22,169.1993148,0.000169199,25,,,
2013-06-21,165.3538758,0.000165354,25,,,
2013-06-20,140.3585225,0.000140359,25,,,
2013-06-19,140.3585225,0.000140359,25,,,
2013-06-18,120.1699679,0.00012017,25,,,
2013-06-17,148.0494004,0.000148049,25,,,
2013-06-16,148.0494004,0.000148049,25,,,
2013-06-15,145.067159,0.000145067,25,,,
2013-06-14,133.4307558,0.000133431,25,,,
2013-06-13,133.4307558,0.000133431,25,,,
2013-06-12,149.7217202,0.000149722,25,,,
2013-06-11,136.5337967,0.000136534,25,,,
2013-06-10,136.5337967,0.000136534,25,,,
2013-06-09,139.6368375,0.000139637,25,,,
2013-06-08,130.327715,0.000130328,25,,,
2013-06-07,130.327715,0.000130328,25,,,
2013-06-06,124.8973935,0.000124897,25,,,
2013-06-05,156.7035621,0.000156704,25,,,
2013-06-04,156.7035621,0.000156704,25,,,
2013-06-03,126.8713683,0.000126871,25,,,
2013-06-02,123.2464721,0.000123246,25,,,
2013-06-01,123.2464721,0.000123246,25,,,
2013-05-31,119.6215759,0.000119622,25,,,
2013-05-30,102.101244,0.000102101,25,,,
2013-05-29,102.101244,0.000102101,25,,,
2013-05-28,101.4970947,0.000101497,25,,,
2013-05-27,103.9136922,0.000103914,25,,,
2013-05-26,103.9136922,0.000103914,25,,,
2013-05-25,97.26804906,9.7268E-05,25,,,
2013-05-24,90.09169674,9.00917E-05,25,,,
2013-05-23,90.09169674,9.00917E-05,25,,,
2013-05-22,89.53557516,8.95356E-05,25,,,
2013-05-21,82.86211614,8.28621E-05,25,,,
2013-05-20,82.86211614,8.28621E-05,25,,,
2013-05-19,76.74477871,7.67448E-05,25,,,
2013-05-18,81.74987297,8.17499E-05,25,,,
2013-05-17,81.74987297,8.17499E-05,25,,,
2013-05-16,89.53557516,8.95356E-05,25,,,
2013-05-15,81.74987297,8.17499E-05,25,,,
2013-05-14,81.74987297,8.17499E-05,25,,,
2013-05-13,81.74987297,8.17499E-05,25,,,
2013-05-12,89.15935203,8.91594E-05,25,,,
2013-05-11,89.15935203,8.91594E-05,25,,,
2013-05-10,87.65666632,8.76567E-05,25,,,
2013-05-09,83.14860919,8.31486E-05,25,,,
2013-05-08,83.14860919,8.31486E-05,25,,,
2013-05-07,81.64592348,8.16459E-05,25,,,
2013-05-06,81.64592348,8.16459E-05,25,,,
2013-05-05,81.64592348,8.16459E-05,25,,,
2013-05-04,77.13786636,7.71379E-05,25,,,
2013-05-03,73.63159971,7.36316E-05,25,,,
2013-05-02,73.63159971,7.36316E-05,25,,,
2013-05-01,72.128914,7.21289E-05,25,,,
2013-04-30,74.63339018,7.46334E-05,25,,,
2013-04-29,74.63339018,7.46334E-05,25,,,
2013-04-28,80.74675611,8.07468E-05,25,,,
2013-04-27,70.93223327,7.09322E-05,25,,,
2013-04-26,70.93223327,7.09322E-05,25,,,
2013-04-25,76.73172404,7.67317E-05,25,,,
2013-04-24,78.07006806,7.80701E-05,25,,,
2013-04-23,78.07006806,7.80701E-05,25,,,
2013-04-22,70.93223327,7.09322E-05,25,,,
2013-04-21,77.62395339,7.7624E-05,25,,,
2013-04-20,77.62395339,7.7624E-05,25,,,
2013-04-19,64.68662782,6.46866E-05,25,,,
2013-04-18,72.71669197,7.27167E-05,25,,,
2013-04-17,72.71669197,7.27167E-05,25,,,
2013-04-16,74.50115066,7.45012E-05,25,,,
2013-04-15,61.02830318,6.10283E-05,25,,,
2013-04-14,61.02830318,6.10283E-05,25,,,
2013-04-13,62.17258387,6.21726E-05,25,,,
2013-04-12,65.98685282,6.59869E-05,25,,,
2013-04-11,65.98685282,6.59869E-05,25,,,
2013-04-10,62.55401076,6.2554E-05,25,,,
2013-04-09,64.07971834,6.40797E-05,25,,,
2013-04-08,64.07971834,6.40797E-05,25,,,
2013-04-07,64.46114524,6.44611E-05,25,,,
2013-04-06,64.07971834,6.40797E-05,25,,,
2013-04-05,64.07971834,6.40797E-05,25,,,
2013-04-04,54.92547287,5.49255E-05,25,,,
2013-04-03,59.24753672,5.92475E-05,25,,,
2013-04-02,59.24753672,5.92475E-05,25,,,
2013-04-01,58.24898273,5.8249E-05,25,,,
2013-03-31,52.25765879,5.22577E-05,25,,,
2013-03-30,52.25765879,5.22577E-05,25,,,
2013-03-29,55.25332076,5.52533E-05,25,,,
2013-03-28,59.58038805,5.95804E-05,25,,,
2013-03-27,59.58038805,5.95804E-05,25,,,
2013-03-26,41.93926757,4.19393E-05,25,,,
2013-03-25,45.26778087,4.52678E-05,25,,,
2013-03-24,45.26778087,4.52678E-05,25,,,
2013-03-23,72.22873859,7.22287E-05,25,,,
2013-03-22,54.22001557,5.422E-05,25,,,
2013-03-21,54.22001557,5.422E-05,25,,,
2013-03-20,53.73805988,5.37381E-05,25,,,
2013-03-19,47.47263586,4.74726E-05,25,,,
2013-03-18,47.47263586,4.74726E-05,25,,,
2013-03-17,43.13503461,4.3135E-05,25,,,
2013-03-16,42.41210107,4.24121E-05,25,,,
2013-03-15,42.41210107,4.24121E-05,25,,,
2013-03-14,40.96623399,4.09662E-05,25,,,
2013-03-13,33.43775723,3.34378E-05,25,,,
2013-03-12,33.43775723,3.34378E-05,25,,,
2013-03-11,25.62113866,2.56211E-05,25,,,
2013-03-10,40.16873434,4.01687E-05,25,,,
2013-03-09,40.16873434,4.01687E-05,25,,,
2013-03-08,36.91180993,3.69118E-05,25,,,
2013-03-07,33.00350064,3.30035E-05,25,,,
2013-03-06,33.00350064,3.30035E-05,25,,,
2013-03-05,35.17478358,3.51748E-05,25,,,
2013-03-04,37.9974514,3.79975E-05,25,,,
2013-03-03,37.9974514,3.79975E-05,25,,,
2013-03-02,33.00350064,3.30035E-05,25,,,
2013-03-01,34.30627041,3.43063E-05,25,,,
2013-02-28,34.30627041,3.43063E-05,25,,,
2013-02-27,31.03526411,3.10353E-05,25,,,
2013-02-26,28.13137975,2.81314E-05,25,,,
2013-02-25,28.13137975,2.81314E-05,25,,,
