DATE,CBBTCUSD
9/1/18,7191.08
9/2/18,7295
9/3/18,7256.98
9/4/18,7360
9/5/18,6687.96
9/6/18,6495
9/7/18,6395.01
9/8/18,6188
9/9/18,6235.01
9/10/18,6300
9/11/18,6282.53
9/12/18,6326
9/13/18,6485.99
9/14/18,6478.04
9/15/18,6518.68
9/16/18,6498
9/17/18,6250.7
9/18/18,6335.7
9/19/18,6386.94
9/20/18,6493.11
9/21/18,6750
9/22/18,6707.33
9/23/18,6696.99
9/24/18,6582.09
9/25/18,6436.89
9/26/18,6455.66
9/27/18,6680.01
9/28/18,6620.01
9/29/18,6581
9/30/18,6605
10/1/18,6572.83
10/2/18,6498.46
10/3/18,6466.03
10/4/18,6547.45
10/5/18,6593.94
10/6/18,6552.43
10/7/18,6570
10/8/18,6608.07
10/9/18,6589.48
10/10/18,6524.56
10/11/18,6154.69
10/12/18,6188.01
10/13/18,6196
10/14/18,6183.49
10/15/18,6440.42
10/16/18,6457.11
10/17/18,6443.7
10/18/18,6394.96
10/19/18,6382.99
10/20/18,6414
10/21/18,6415.88
10/22/18,6407.65
10/23/18,6395.14
10/24/18,6415.98
10/25/18,6395.58
10/26/18,6404.87
10/27/18,6409.12
10/28/18,6403.62
10/29/18,6266
10/30/18,6267.63
10/31/18,6304.18
11/1/18,6344
11/2/18,6349.8
11/3/18,6331.96
11/4/18,6423.28
11/5/18,6404
11/6/18,6448.5
11/7/18,6503.12
11/8/18,6406.24
11/9/18,6334.89
11/10/18,6347.42
11/11/18,6357.6
11/12/18,6327.87
11/13/18,6259.34
11/14/18,5605.46
11/15/18,5579.52
11/16/18,5512.24
11/17/18,5504.17
11/18/18,5560
11/19/18,4733.5
11/20/18,4349.23
11/21/18,4545.11
11/22/18,4265.36
11/23/18,4283.8
11/24/18,3774.99
11/25/18,3936.69
11/26/18,3731.32
11/27/18,3775
11/28/18,4225.03
11/29/18,4248
11/30/18,3976
12/1/18,4142.01
12/2/18,4103.19
12/3/18,3833.47
12/4/18,3901.84
12/5/18,3694.39
12/6/18,3433.26
12/7/18,3380.01
12/8/18,3401
12/9/18,3531.18
12/10/18,3410.15
12/11/18,3349.36
12/12/18,3430.24
12/13/18,3265
12/14/18,3195.71
12/15/18,3183
12/16/18,3195
12/17/18,3496.82
12/18/18,3667.77
12/19/18,3682.51
12/20/18,4075.34
12/21/18,3839.06
12/22/18,3980.46
12/23/18,3944.93
12/24/18,4034
12/25/18,3780
12/26/18,3809.88
12/27/18,3589.89
12/28/18,3888.06
12/29/18,3729.31
12/30/18,3829
12/31/18,3691.86
1/1/19,3826.1
1/2/19,3890.79
1/3/19,3787.57
1/4/19,3820.25
1/5/19,3798.62
1/6/19,4040.99
1/7/19,4006.01
1/8/19,3993.86
1/9/19,4004.12
1/10/19,3626.12
1/11/19,3635.69
1/12/19,3619.41
1/13/19,3514.24
1/14/19,3664.19
1/15/19,3580.76
1/16/19,3609.71
1/17/19,3640.65
1/18/19,3607.85
1/19/19,3682.65
1/20/19,3536.19
1/21/19,3531.76
1/22/19,3577.03
1/23/19,3553.01
1/24/19,3568.97
1/25/19,3562.17
1/26/19,3556.07
1/27/19,3531.02
1/28/19,3429.95
1/29/19,3397.42
1/30/19,3437.55
1/31/19,3411.5
2/1/19,3437.5
2/2/19,3468.43
2/3/19,3414.78
2/4/19,3409.57
2/5/19,3428.4
2/6/19,3367.36
2/7/19,3359
2/8/19,3621.99
2/9/19,3623.73
2/10/19,3648.84
2/11/19,3590.36
2/12/19,3588.06
2/13/19,3576.68
2/14/19,3561.5
2/15/19,3566.59
2/16/19,3582.37
2/17/19,3625.08
2/18/19,3867
2/19/19,3888.01
2/20/19,3938.99
2/21/19,3897.71
2/22/19,3942.02
2/23/19,4110
2/24/19,3734.22
2/25/19,3818.79
2/26/19,3799.48
2/27/19,3799.91
2/28/19,3792.14
3/1/19,3806.17
3/2/19,3809.7
3/3/19,3786.93
3/4/19,3700.72
3/5/19,3844.59
3/6/19,3851.89
3/7/19,3857.05
3/8/19,3843.12
3/9/19,3917
3/10/19,3900.93
3/11/19,3849.68
3/12/19,3860
3/13/19,3851.02
3/14/19,3853.95
3/15/19,3902.8
3/16/19,3990
3/17/19,3967.01
3/18/19,3970.5
3/19/19,4000.85
3/20/19,4031.85
3/21/19,3972.76
3/22/19,3983.78
3/23/19,3983.43
3/24/19,3969.52
3/25/19,3907.53
3/26/19,3921.45
3/27/19,4026.53
3/28/19,4011.17
3/29/19,4091.01
3/30/19,4094.14
3/31/19,4094.99
4/1/19,4137
4/2/19,4901.93
4/3/19,4975.97
4/4/19,4906.49
4/5/19,5040.66
4/6/19,5049.22
4/7/19,5194.79
4/8/19,5285.54
4/9/19,5187.21
4/10/19,5318.58
4/11/19,5041.3
4/12/19,5078.19
4/13/19,5066.22
4/14/19,5164.27
4/15/19,5029.99
4/16/19,5202.9
4/17/19,5227
4/18/19,5280.49
4/19/19,5290.36
4/20/19,5319.89
4/21/19,5297.64
4/22/19,5387.6
4/23/19,5532.75
4/24/19,5441.9
4/25/19,5134.81
4/26/19,5159.51
4/27/19,5170.6
4/28/19,5155
4/29/19,5148.25
4/30/19,5270.69
5/1/19,5321.15
5/2/19,5390.01
5/3/19,5657.4
5/4/19,5770.01
5/5/19,5715.86
5/6/19,5687.9
5/7/19,5748.45
5/8/19,5948.41
5/9/19,6153.09
5/10/19,6343.14
5/11/19,7219.95
5/12/19,6979.76
5/13/19,7824.93
5/14/19,7990.92
5/15/19,8203.32
5/16/19,7878.96
5/17/19,7363.69
5/18/19,7262.4
5/19/19,8200
5/20/19,7999.54
5/21/19,7951.7
5/22/19,7626.48
5/23/19,7881.98
5/24/19,7994.88
5/25/19,8067.41
5/26/19,8760.03
5/27/19,8783.25
5/28/19,8686.5
5/29/19,8660.5
5/30/19,8273.57
5/31/19,8550.18
6/1/19,8558.01
6/2/19,8741.17
6/3/19,8015.01
6/4/19,7688.26
6/5/19,7766.91
6/6/19,7812.15
6/7/19,7992.17
6/8/19,7938.64
6/9/19,7623.84
6/10/19,8046.13
6/11/19,7918.2
6/12/19,8169.01
6/13/19,8256
6/14/19,8693.98
6/15/19,8861.33
6/16/19,8996.95
6/17/19,9346.47
6/18/19,9089.99
6/19/19,9283.99
6/20/19,9542.6
6/21/19,10175.88
6/22/19,10658.3
6/23/19,10808.53
6/24/19,11040.03
6/25/19,11736.99
6/26/19,12902.52
6/27/19,11127.4
6/28/19,12317.73
6/29/19,11913.73
6/30/19,10778.74
7/1/19,10570.62
7/2/19,10885.01
7/3/19,12022.61
7/4/19,11130.95
7/5/19,11038.61
7/6/19,11187.8
7/7/19,11478.9
7/8/19,12298.31
7/9/19,12559.46
7/10/19,12083.13
7/11/19,11323.95
7/12/19,11811.99
7/13/19,11408.1
7/14/19,10190.36
7/15/19,10855.56
7/16/19,9436
7/17/19,9708.55
7/18/19,10654.25
7/19/19,10548.04
7/20/19,10754.92
7/21/19,10633.54
7/22/19,10304.64
7/23/19,9833.19
7/24/19,9751.24
7/25/19,9880.67
7/26/19,9841.96
7/27/19,9468.92
7/28/19,9549.7
7/29/19,9503.32
7/30/19,9580
7/31/19,10099
8/1/19,10417.24
8/2/19,10533.07
8/3/19,10820.75
8/4/19,10997.82
8/5/19,11775.14
8/6/19,11440.08
8/7/19,12014.41
8/8/19,12017.89
8/9/19,11889
8/10/19,11283.82
8/11/19,11531.95
8/12/19,11387.38
8/13/19,10855.58
8/14/19,10105.34
8/15/19,10280.96
8/16/19,10368.83
8/17/19,10218.37
8/18/19,10309.04
8/19/19,10935.67
8/20/19,10770.99
8/21/19,10137.75
8/22/19,10088.89
8/23/19,10415.01
8/24/19,10156
8/25/19,10148.5
8/26/19,10373.75
8/27/19,10170.16
8/28/19,9710.38
8/29/19,9525
8/30/19,9580.6
8/31/19,9593.95
9/1/19,9769.64
9/2/19,10405.05
9/3/19,10628.46
9/4/19,10585.67
9/5/19,10574.27
9/6/19,10318.8
9/7/19,10484.87
9/8/19,10395.17
9/9/19,10310.01
9/10/19,10090.01
9/11/19,10169.49
9/12/19,10437.19
9/13/19,10381.91
9/14/19,10360.2
9/15/19,10306.65
9/16/19,10268.77
9/17/19,10185.14
9/18/19,10155.26
9/19/19,10304.94
9/20/19,10168.44
9/21/19,9982.39
9/22/19,10035
9/23/19,9683.89
9/24/19,8556.43
9/25/19,8446.57
9/26/19,8063
9/27/19,8193.98
9/28/19,8228.22
9/29/19,8063.06
9/30/19,8305.14
10/1/19,8323.43
10/2/19,8396
10/3/19,8241.25
10/4/19,8159.71
10/5/19,8152.99
10/6/19,7862.67
10/7/19,8224.82
10/8/19,8186.73
10/9/19,8600
10/10/19,8589.01
10/11/19,8263.64
10/12/19,8304.1
10/13/19,8280.01
10/14/19,8363
10/15/19,8156.52
10/16/19,7993
10/17/19,8077
10/18/19,7954.16
10/19/19,7965.27
10/20/19,8235.44
10/21/19,8214.58
10/22/19,8008.04
10/23/19,7473.42
10/24/19,7439.29
10/25/19,8704.85
10/26/19,9281.27
10/27/19,9570.58
10/28/19,9221.96
10/29/19,9431.27
10/30/19,9175.77
10/31/19,9146.75
11/1/19,9268
11/2/19,9320
11/3/19,9215.01
11/4/19,9414
11/5/19,9314.99
11/6/19,9343.11
11/7/19,9196.71
11/8/19,8758.69
11/9/19,8798.38
11/10/19,9036.82
11/11/19,8720.61
11/12/19,8823.65
11/13/19,8765.61
11/14/19,8630.01
11/15/19,8460
11/16/19,8488
11/17/19,8500.01
11/18/19,8160.73
11/19/19,8123.36
11/20/19,8082.96
11/21/19,7618.76
11/22/19,7296.45
11/23/19,7338.92
11/24/19,6906.25
11/25/19,7125
11/26/19,7155
11/27/19,7539.4
11/28/19,7413.05
11/29/19,7751.29
11/30/19,7551.7
12/1/19,7413.84
12/2/19,7315.09
12/3/19,7296
12/4/19,7185.57
12/5/19,7388.75
12/6/19,7560.76
12/7/19,7502.2
12/8/19,7520
12/9/19,7332.69
12/10/19,7215.69
12/11/19,7275.17
12/12/19,7194.19
12/13/19,7249.25
12/14/19,7059.55
12/15/19,7111
12/16/19,6877.04
12/17/19,6618.62
12/18/19,7309.12
12/19/19,7153.99
12/20/19,7189.87
12/21/19,7143.01
12/22/19,7550
12/23/19,7318.18
12/24/19,7259.87
12/25/19,7194.76
12/26/19,7195
12/27/19,7247.35
12/28/19,7303.7
12/29/19,7378.53
12/30/19,7191
12/31/19,7158.01
1/1/20,7174.32
1/2/20,6945.01
1/3/20,7335.54
1/4/20,7353.5
1/5/20,7348.69
1/6/20,7773.48
1/7/20,8169.95
1/8/20,8035.08
1/9/20,7813.78
1/10/20,8183.89
1/11/20,8002.89
1/12/20,8192.66
1/13/20,8109.62
1/14/20,8757.18
1/15/20,8831.86
1/16/20,8727.22
1/17/20,8875.81
1/18/20,8901
1/19/20,8710.41
1/20/20,8633.67
1/21/20,8730
1/22/20,8665
1/23/20,8386.63
1/24/20,8424.96
1/25/20,8304.04
1/26/20,8632.92
1/27/20,8903.24
1/28/20,9417.64
1/29/20,9270
1/30/20,9493.61
1/31/20,9343.28
2/1/20,9375.06
2/2/20,9314.06
2/3/20,9282.29
2/4/20,9158.57
2/5/20,9623.44
2/6/20,9765.96
2/7/20,9804.98
2/8/20,9911.13
2/9/20,10174.81
2/10/20,9854.5
2/11/20,10279.99
2/12/20,10344.01
2/13/20,10239.57
2/14/20,10380
2/15/20,9901.34
2/16/20,9915.04
2/17/20,9711.95
2/18/20,10191.51
2/19/20,9591.54
2/20/20,9610.05
2/21/20,9697.01
2/22/20,9668.26
2/23/20,9964.16
2/24/20,9668.08
2/25/20,9301.01
2/26/20,8776.01
2/27/20,8816.71
2/28/20,8713.16
2/29/20,8552.08
3/1/20,8490.3
3/2/20,8923.52
3/3/20,8769.67
3/4/20,8765
3/5/20,9053.56
3/6/20,9162.98
3/7/20,8885.68
3/8/20,8068
3/9/20,7945.03
3/10/20,7887.01
3/11/20,7957.02
3/12/20,4980
3/13/20,5592.77
3/14/20,5182.62
3/15/20,5327.12
3/16/20,5074.2
3/17/20,5361.77
3/18/20,5426.71
3/19/20,6219.99
3/20/20,6215.4
3/21/20,6168.72
3/22/20,5791.69
3/23/20,6583.38
3/24/20,6742.21
3/25/20,6752.83
3/26/20,6772.2
3/27/20,6320.46
3/28/20,6269.81
3/29/20,5897.55
3/30/20,6401.26
3/31/20,6434.73
4/1/20,6719.39
4/2/20,6789.84
4/3/20,6727.99
4/4/20,6896.6
4/5/20,6779.75
4/6/20,7320.07
4/7/20,7204.58
4/8/20,7343.65
4/9/20,7294.69
4/10/20,6892.54
4/11/20,6891.43
4/12/20,6860.97
4/13/20,6871
4/14/20,6865.72
4/15/20,6576.76
4/16/20,7123.29
4/17/20,7055.22
4/18/20,7271.53
4/19/20,7125.31
4/20/20,6832.57
4/21/20,6845
4/22/20,7143.99
4/23/20,7479.06
4/24/20,7514.64
4/25/20,7535.69
4/26/20,7765.79
4/27/20,7773
4/28/20,7774.39
4/29/20,8789.1
4/30/20,8652.3
5/1/20,8813.9
5/2/20,8992
5/3/20,8917.63
5/4/20,8900.29
5/5/20,9037.69
5/6/20,9132.24
5/7/20,10007.56
5/8/20,9790.23
5/9/20,9554.91
5/10/20,8773.89
5/11/20,8557.37
5/12/20,8809.14
5/13/20,9335.84
5/14/20,9815.22
5/15/20,9331.18
5/16/20,9353.26
5/17/20,9700.33
5/18/20,9733.21
5/19/20,9783.91
5/20/20,9497.76
5/21/20,9039.12
5/22/20,9173.23
5/23/20,9166.02
5/24/20,8673.64
5/25/20,8892.39
5/26/20,8836.77
5/27/20,9200
5/28/20,9593.72
5/29/20,9426.87
5/30/20,9684.6
5/31/20,9435.8
6/1/20,10212.38
6/2/20,9509.35
6/3/20,9672.67
6/4/20,9799.57
6/5/20,9568.95
6/6/20,9665.36
6/7/20,9764
6/8/20,9833.94
6/9/20,9778.6
6/10/20,9899.18
6/11/20,9258.7
6/12/20,9466.77
6/13/20,9477.17
6/14/20,9315.71
6/15/20,9437.23
6/16/20,9534.8
6/17/20,9460.53
6/18/20,9368.15
6/19/20,9285.54
6/20/20,9361.81
6/21/20,9279.68
6/22/20,9700.91
6/23/20,9623.74
6/24/20,9284.1
6/25/20,9232.84
6/26/20,9157.22
6/27/20,9001.24
6/28/20,9122.56
6/29/20,9191.05
6/30/20,9129.47
7/1/20,9239.09
7/2/20,9088.54
7/3/20,9050.05
7/4/20,9138.22
7/5/20,9088.52
7/6/20,9331.69
7/7/20,9263.56
7/8/20,9436.01
7/9/20,9230.48
7/10/20,9298.16
7/11/20,9235
7/12/20,9313.77
7/13/20,9230.14
7/14/20,9258.34
7/15/20,9194.51
7/16/20,9130.91
7/17/20,9147.65
7/18/20,9174.6
7/19/20,9221.71
7/20/20,9161.13
7/21/20,9396.65
7/22/20,9546.31
7/23/20,9612.05
7/24/20,9553.41
7/25/20,9709.02
7/26/20,9944.58
7/27/20,11108.44
7/28/20,10952.85
7/29/20,11100.39
7/30/20,11139.67
7/31/20,11372.76
8/1/20,11805.82
8/2/20,11050.03
8/3/20,11235.44
8/4/20,11198.04
8/5/20,11737.59
8/6/20,11766.62
8/7/20,11598.96
8/8/20,11780.14
8/9/20,11692.76
8/10/20,11896.19
8/11/20,11387.01
8/12/20,11563.16
8/13/20,11824.99
8/14/20,11785.29
8/15/20,11854.27
8/16/20,11924
8/17/20,12325.1
8/18/20,11983.52
8/19/20,11764.8
8/20/20,11856.24
8/21/20,11526.32
8/22/20,11675.78
8/23/20,11650.03
8/24/20,11762.34
8/25/20,11324.86
8/26/20,11460.01
8/27/20,11341.73
8/28/20,11540
8/29/20,11468.56
8/30/20,11724.99
8/31/20,11665.93
9/1/20,11911.74
9/2/20,11390.12
9/3/20,10225.82
9/4/20,.
9/5/20,10152.97
9/6/20,10255.2
9/7/20,10389.85
9/8/20,10123.21
9/9/20,10235
9/10/20,10345.95
9/11/20,10399.99
9/12/20,10444.01
9/13/20,10336.28
9/14/20,10679.33
9/15/20,10789.8
9/16/20,10953.38
9/17/20,10947.83
9/18/20,10942.2
9/19/20,11075.33
9/20/20,10911.59
9/21/20,10425.85
9/22/20,10529.01
9/23/20,10230.11
9/24/20,10741
9/25/20,10693.3
9/26/20,10730.23
9/27/20,10792.18
9/28/20,10681.01
9/29/20,10845.9
9/30/20,10783.24
10/1/20,10598.64
10/2/20,10577.92
10/3/20,10545.21
10/4/20,10662.36
10/5/20,10800
10/6/20,10594.15
10/7/20,10671.23
10/8/20,10926.71
10/9/20,11059.3
10/10/20,11303.56
10/11/20,11370.45
10/12/20,11534.83
10/13/20,11434.36
10/14/20,11426.87
10/15/20,11509.25
10/16/20,11329.33
10/17/20,11365.96
10/18/20,11516.56
10/19/20,11765.09
10/20/20,11917.34
10/21/20,12836.37
10/22/20,12977.02
10/23/20,12943.03
10/24/20,13120.87
10/25/20,13050.32
10/26/20,13072.95
10/27/20,13698.18
10/28/20,13280
10/29/20,13460
10/30/20,13582.97
10/31/20,13745.02
11/1/20,13784.52
11/2/20,13573.93
11/3/20,14050.59
11/4/20,14160
11/5/20,15636.6
11/6/20,15596.33
11/7/20,14814.62
11/8/20,15487.88
11/9/20,15334.37
11/10/20,15325.25
11/11/20,15723.81
11/12/20,16319.72
11/13/20,16339.59
11/14/20,16093.3
11/15/20,15946.64
11/16/20,16714.58
11/17/20,17660.9
11/18/20,17802.82
11/19/20,17804.44
11/20/20,18702.87
11/21/20,18710.14
11/22/20,18477.48
11/23/20,18391.21
11/24/20,19185.07
11/25/20,18706.15
11/26/20,17173
11/27/20,17156.99
11/28/20,17718.3
11/29/20,18238.52
11/30/20,19727
12/1/20,18763.35
12/2/20,19245.61
12/3/20,19430.07
12/4/20,18692.32
12/5/20,19156.82
12/6/20,19397.08
12/7/20,19202.88
12/8/20,18311.76
12/9/20,18550.01
12/10/20,18286.8
12/11/20,18048.14
12/12/20,18826.36
12/13/20,19133.04
12/14/20,19288.43
12/15/20,19451.34
12/16/20,21384.63
12/17/20,22830.34
12/18/20,23169.26
12/19/20,23814.91
12/20/20,23451.68
12/21/20,22777.26
12/22/20,23839.99
12/23/20,23196.57
12/24/20,23740.01
12/25/20,24736.42
12/26/20,26519.1
12/27/20,26320.06
12/28/20,27044.14
12/29/20,27407.85
12/30/20,28934.56
12/31/20,29026.97
1/1/21,29391.09
1/2/21,32244.73
1/3/21,33134.1
1/4/21,32127.31
1/5/21,34131.23
1/6/21,36979.81
1/7/21,39573.39
1/8/21,40666.72
1/9/21,40346.3
1/10/21,38242.02
1/11/21,35474.31
1/12/21,33968.43
1/13/21,37520.66
1/14/21,39171.12
1/15/21,36868.39
1/16/21,35869.47
1/17/21,35931.15
1/18/21,36765.97
1/19/21,35673.03
1/20/21,35570.44
1/21/21,30647.26
1/22/21,32885.51
1/23/21,32021.33
1/24/21,32250.01
1/25/21,31979
1/26/21,32579.82
1/27/21,30552.06
1/28/21,33484.8
1/29/21,34330.14
1/30/21,34229.25
1/31/21,33076.09
2/1/21,33457.6
2/2/21,35511.07
2/3/21,37769.41
2/4/21,37070.87
2/5/21,38376.86
2/6/21,38995.52
2/7/21,38888.74
2/8/21,46674.44
2/9/21,46595.44
2/10/21,44887.29
2/11/21,48121
2/12/21,47524.18
2/13/21,47274.23
2/14/21,48703.26
2/15/21,47911.87
2/16/21,49257.23
2/17/21,52269.84
2/18/21,51644.16
2/19/21,56029.51
2/20/21,55960.05
2/21/21,57538.47
2/22/21,54130.33
2/23/21,48972.11
2/24/21,49789.99
2/25/21,46927.73
2/26/21,46360.17
2/27/21,45973.56
2/28/21,45352.29
3/1/21,49652.19
3/2/21,48368.22
3/3/21,50164.67
3/4/21,48327.39
3/5/21,48908.09
3/6/21,48986.85
3/7/21,50858.34
3/8/21,52472.59
3/9/21,54999.99
3/10/21,56046.27
3/11/21,57911.02
3/12/21,57174.89
3/13/21,61130.22
3/14/21,59192.98
3/15/21,55430.19
3/16/21,57126.52
3/17/21,59221.23
3/18/21,57562.46
3/19/21,58001.29
3/20/21,58051.01
3/21/21,57402.03
3/22/21,54230.21
3/23/21,54268.81
3/24/21,52294.65
3/25/21,51386.2
3/26/21,55314.11
3/27/21,55932.18
3/28/21,55821.59
3/29/21,57630.72
3/30/21,58800
3/31/21,58837.71
4/1/21,58768.84
4/2/21,59019.55
4/3/21,56731
4/4/21,58266.39
4/5/21,59200
4/6/21,58018.31
4/7/21,55962.11
4/8/21,58108.65
4/9/21,58126.14
4/10/21,60039.35
4/11/21,60133.37
4/12/21,59903.04
4/13/21,63660.94
4/14/21,63283.43
4/15/21,63346.93
4/16/21,61486.08
4/17/21,60199.33
4/18/21,56351.2
4/19/21,55797.39
4/20/21,56514.9
4/21/21,53919.48
4/22/21,51653.27
4/23/21,51231.69
4/24/21,50167.5
4/25/21,49272.06
4/26/21,53969.71
4/27/21,55120.81
4/28/21,54964.11
4/29/21,53562.87
4/30/21,57640.17
5/1/21,57868.94
5/2/21,56631.64
5/3/21,57213.29
5/4/21,53128.68
5/5/21,57518.01
5/6/21,56485.77
5/7/21,57373.88
5/8/21,59045.17
5/9/21,58410.34
5/10/21,55936.77
5/11/21,56719
5/12/21,49095.57
5/13/21,49635.45
5/14/21,49923.92
5/15/21,46984.74
5/16/21,46523.31
5/17/21,43768.74
5/18/21,42989.8
5/19/21,37236.61
5/20/21,40749.78
5/21/21,37425
5/22/21,37383.34
5/23/21,34927.4
5/24/21,38725.06
5/25/21,38370
5/26/21,39213.41
5/27/21,38368.17
5/28/21,35770
5/29/21,34621.64
5/30/21,35545.27
5/31/21,37153.71
6/1/21,36764.58
6/2/21,37501.36
6/3/21,39215.09
6/4/21,36895.48
6/5/21,35565
6/6/21,35873.42
6/7/21,33816.09
6/8/21,33432.26
6/9/21,37357.02
6/10/21,36717.51
6/11/21,37282.15
6/12/21,35609.66
6/13/21,39122.03
6/14/21,40496.92
6/15/21,40093.93
6/16/21,38394.4
6/17/21,38027.63
6/18/21,35777.39
6/19/21,35498.24
6/20/21,35565.82
6/21/21,31686.69
6/22/21,32508.26
6/23/21,33688.35
6/24/21,34695.34
6/25/21,31704.87
6/26/21,32265.95
6/27/21,34596.99
6/28/21,34541.8
6/29/21,35928.75
6/30/21,34995.83
7/1/21,33538.49
7/2/21,33832.49
7/3/21,34633.93
7/4/21,35126.9
7/5/21,33673.22
7/6/21,34193.9
7/7/21,33791
7/8/21,32878.23
7/9/21,33766.87
7/10/21,33547.19
7/11/21,34236.21
7/12/21,33096.86
7/13/21,32768.54
7/14/21,32817.18
7/15/21,31891.09
7/16/21,31408.78
7/17/21,31503.78
7/18/21,31753.02
7/19/21,30849.9
7/20/21,29788.61
7/21/21,32086.04
7/22/21,32327.95
7/23/21,33700
7/24/21,34275.43
7/25/21,35368.57
7/26/21,37269.12
7/27/21,39381.82
7/28/21,40031.56
7/29/21,40024.94
7/30/21,42188.95
7/31/21,41472.42
8/1/21,39816.76
8/2/21,39146.69
8/3/21,38207.27
8/4/21,39730
8/5/21,40893.75
8/6/21,42827.76
8/7/21,44488.87
8/8/21,43933.26
8/9/21,46208.5
8/10/21,45565.76
8/11/21,45482.95
8/12/21,44454.37
8/13/21,47765.41
8/14/21,47134.61
8/15/21,47090
8/16/21,45930.71
8/17/21,44718.51
8/18/21,44735.2
8/19/21,46736.74
8/20/21,49350.99
8/21/21,48896.95
8/22/21,49328.47
8/23/21,49464.66
8/24/21,47770.4
8/25/21,48985.05
8/26/21,46770.6
8/27/21,49082.04
8/28/21,48963.41
8/29/21,48770.78
8/30/21,46924.16
8/31/21,47065.73
9/1/21,48889.19
9/2/21,49273.33
9/3/21,49919.31
9/4/21,49949.07
9/5/21,51782.76
9/6/21,52691.2
9/7/21,46943.82
9/8/21,46022.48
9/9/21,46414.58
9/10/21,44897.75
9/11/21,45127.48
9/12/21,46010.13
9/13/21,44969.02
9/14/21,47096.48
9/15/21,48106.71
9/16/21,47772.7
9/17/21,47337.8
9/18/21,48300.04
9/19/21,47270.75
9/20/21,42991.14
9/21/21,40656.13
9/22/21,43544.09
9/23/21,44892.71
9/24/21,42816.65
9/25/21,42682.26
9/26/21,43142.04
9/27/21,42214.52
9/28/21,41006.19
9/29/21,41522.49
9/30/21,43834.03
10/1/21,48145.34
10/2/21,47692.85
10/3/21,48179.83
10/4/21,49248.68
10/5/21,51441.74
10/6/21,55278.64
10/7/21,53844.74
10/8/21,53983.21
10/9/21,54951.3
10/10/21,54655.3
10/11/21,57440.05
10/12/21,56019.29
10/13/21,57372.59
10/14/21,57327.09
10/15/21,61682.48
10/16/21,60880.85
10/17/21,61541.01
10/18/21,62036.95
10/19/21,64353.53
10/20/21,66005.17
10/21/21,62152.09
10/22/21,60671.75
10/23/21,61308.09
10/24/21,60889.41
10/25/21,63102.83
10/26/21,60341.21
10/27/21,58517.61
10/28/21,60577.62
10/29/21,62316.4
10/30/21,62062.88
10/31/21,61333.45
11/1/21,60950
11/2/21,63357.2
11/3/21,62944.4
11/4/21,61499.24
11/5/21,61000.01
11/6/21,61539.3
11/7/21,63433.66
11/8/21,67510.06
11/9/21,66967.98
11/10/21,64896.86
11/11/21,64793.69
11/12/21,64158.51
11/13/21,64482.54
11/14/21,65714.05
11/15/21,63441.68
11/16/21,60147.32
11/17/21,60314.28
11/18/21,57017.38
11/19/21,58187.85
11/20/21,59771.71
11/21/21,58742.9
11/22/21,56254.57
11/23/21,57599.99
11/24/21,57255.24
11/25/21,59022.44
11/26/21,53839.39
11/27/21,54665.93
11/28/21,57471.87
11/29/21,57828.33
11/30/21,56879.47
12/1/21,57228.47
12/2/21,56566.29
12/3/21,53681.96
12/4/21,49335
12/5/21,49511.76
12/6/21,50588.91
12/7/21,50676.09
12/8/21,50531.51
12/9/21,47639.07
12/10/21,47268.48
12/11/21,49432.46
12/12/21,50065.39
12/13/21,46639.86
12/14/21,48343.16
12/15/21,48885.97
12/16/21,47605.48
12/17/21,46240.15
12/18/21,46813.13
12/19/21,46683.77
12/20/21,46963.71
12/21/21,48954.47
12/22/21,48646.94
12/23/21,50840.46
12/24/21,50815.7
12/25/21,50395.07
12/26/21,50841.73
12/27/21,50663.26
12/28/21,47594.55
12/29/21,46518.8
12/30/21,47097.85
12/31/21,46244.63
1/1/22,47748.83
1/2/22,47258.52
1/3/22,46519.76
1/4/22,45889.4
1/5/22,43422.85
1/6/22,43133.33
1/7/22,41656.16
1/8/22,41667.48
1/9/22,41838.78
1/10/22,41872.47
1/11/22,42771.24
1/12/22,43884.25
1/13/22,42617.64
1/14/22,43158.68
1/15/22,43082.34
1/16/22,43137.67
1/17/22,42285.47
1/18/22,42411.61
1/19/22,41723.49
1/20/22,40696.22
1/21/22,36513.29
1/22/22,35108.16
1/23/22,36233.04
1/24/22,36643.49
1/25/22,36976.64
1/26/22,36838.9
1/27/22,37139.68
1/28/22,37677.8
1/29/22,38166.62
1/30/22,37918.6
1/31/22,38430.3
2/1/22,38745.11
2/2/22,36905.98
2/3/22,37238.31
2/4/22,41545.39
2/5/22,41447.5
2/6/22,42496.61
2/7/22,43897.96
2/8/22,44147.59
2/9/22,44402.94
2/10/22,43477.29
2/11/22,42391.54
2/12/22,42217.48
2/13/22,42097.33
2/14/22,42572.56
2/15/22,44469.73
2/16/22,43897.22
2/17/22,40553.82
2/18/22,39993.11
2/19/22,40089.18
2/20/22,38426.4
2/21/22,37075.4
2/22/22,38261.46
2/23/22,37225
2/24/22,38367.61
2/25/22,39212.8
2/26/22,39138.21
2/27/22,37700
2/28/22,43206.02
3/1/22,44412.2
3/2/22,43862.75
3/3/22,42432
3/4/22,39205.77
3/5/22,39390.89
3/6/22,38432.11
3/7/22,38004.69
3/8/22,38724.21
3/9/22,41985.86
3/10/22,39454.87
3/11/22,38670.76
3/12/22,38767.98
3/13/22,37780.14
3/14/22,39644.88
